Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Gerard Moreno,FW,Duván Zapata,Harry Kane,Ihlas Bebou,Álvaro Morata,Michail Antonio,Wissam Ben Yedder,Memphis Depay,Luis Muriel,Alassane Pléa,Andy Delort
Gerard Moreno,AM,Leon Bailey,Marcus Rashford,Karl Toko Ekambi,Ante Rebić,Sadio Mané,Nicolas Pépé,Mohamed Salah,Timo Werner,Gareth Bale,Musa Barrow
Enric Gallego,FW,Fabian Klos,Enes Ünal,Jorge Molina,Andreas Cornelius,Joselu,Jaime Mata,Oliver McBurnie,Steve Mounié,Raúl García,Sergi Enrich
Sandro Ramírez,FW,Jordan Ayew,Lucas Boyé,Joelinton,Wilfried Zaha,Boulaye Dia,David McGoldrick,Dani Gómez,Antonio Sanabria,Richarlison,Junior Messias
Juanmi,AM,Robin Quaison,Pierre-Emerick Aubameyang,Dodi Lukebakio,Richarlison,Kevin Volland,Ferrán Torres,Roland Sallai,Édgar Méndez,João Pedro,Trézéguet
Lee Kangin,FW,Franck Ribéry,Ondrej Duda,Wilfried Zaha,Lucas Pérez,Jordan Ayew,Junior Messias,Ángel Correa,João Félix,Romain Hamouma,Goran Pandev
Lee Kangin,AM,Eberechi Eze,Bersant Celina,Denis Suárez,Suso,Martin Ødegaard,Iker Muniain,Angelo Fulgini,Farid Boulaya,Rony Lopes,Stuart Armstrong
Anaitz Arbilla,CB,Marc-Oliver Kempf,Marco Friedl,Roger Ibanez,Timothée Kolodziejczak,Francesco Acerbi,Maxence Lacroix,Edmond Tapsoba,Mario Hermoso,Konstantinos Mavropanos,Ethan Ampadu
Anaitz Arbilla,FB,José Ángel,Takehiro Tomiyasu,Matthew Lowton,Rober Correa,Ola Aina,Cédric Brunner,Fouad Chafik,Dan Burn,Ximo Navarro,Loris Benito
Rodrigo,AM,Moi Gómez,Bersant Celina,Martin Ødegaard,Sergio Canales,Takashi Inui,Iker Muniain,Alex Iwobi,Matteo Pessina,Suso,Willian
Munir El Haddadi,AM,Ferrán Torres,Nicolas Pépé,Harvey Barnes,Anwar El Ghazi,Roland Sallai,Musa Barrow,Mohamed Salah,Amine Gouiri,Gaëtan Laborde,Riccardo Orsolini
Unai López,MF,Youri Tielemans,Roque Mesa,Jordan Veretout,Abdoulaye Touré,Manu Trigueros,Răzvan Marin,Yvan Neyou,Ivan Rakitić,Koke,Mahmoud Dahoud
Adrián López,FW,Goran Pandev,Florian Sotoca,Rodrigo Palacio,Jaime Mata,Romain Hamouma,Wilfried Zaha,Habib Diallo,Raúl Jiménez,Sergi Enrich,Neal Maupay
Sergio Álvarez,MF,Valon Behrami,Fede San Emeterio,Isaac Hayden,Yan Brice Eteki,Rani Khedira,Jens Jønsson,Tomás Pina Isla,Rodrigo Battaglia,Oier Sanjurjo,Renato Tapia
David Ferreiro,MF,Florian Wirtz,Roberto Pereyra,Nadiem Amiri,Lorenzo Pellegrini,Alexis Claude-Maurice,Nicolò Barella,Giacomo Bonaventura,Luis Alberto,Piotr Zieliński,Răzvan Marin
David Ferreiro,AM,Fabián Orellana,Dwight McNeil,Bryan,Jon Morcillo,Martin Ødegaard,Bersant Celina,Rony Lopes,Matheus Pereira,Jean-Paul Boëtius,Rubén García
Ramiro Funes Mori,CB,Rúben Dias,Raphaël Varane,Robin Le Normand,Thiago Silva,Omar Colley,Paul Baysse,Niklas Moisander,Guillermo Maripán,Davinson Sánchez,Gerard Piqué
Ivan Rakitić,MF,Jordan Veretout,Fabián Ruiz Peña,Xeka,Roberto Gagliardini,Stuart Dallas,Franck Kessié,Gonzalo Melero,Abdoulaye Touré,Paul Pogba,Marcel Sabitzer
João Félix,FW,Alassane Pléa,Joaquín Correa,Wissam Ben Yedder,Amine Gouiri,Musa Barrow,Anthony Martial,Paulo Dybala,Memphis Depay,Goran Pandev,Karim Benzema
João Félix,AM,Marcus Rashford,Mohamed Salah,Karl Toko Ekambi,Mason Greenwood,Amine Gouiri,Raheem Sterling,Harvey Barnes,Marco Asensio,Nicolas Pépé,Sadio Mané
Tachi,CB,Jesús Vallejo,Bruno González,Federico Fernández,Unai García,Vladimir Golemić,Ivan Radovanović,Luca Ceppitelli,Pablo Insua,Issa Diop,Víctor Laguardia
Mikel Oyarzabal,AM,Jarrod Bowen,Son Heung-min,Musa Barrow,Samuel Chukwueze,Gianluca Caprari,Zinedine Ferhat,Rodrygo,Bukayo Saka,Leandro Trossard,Roberto Insigne
Ángel Rodríguez,FW,Lois Diony,Callum Wilson,Kike,Kevin Lasagna,Irvin Cardona,Fabio Quagliarella,Sebastian Andersson,Mama Samba Baldé,Nikola Kalinić,Jonathan Calleri
Carlos Neva,FB,Juan Cruz Armada,Mikel Balenziaga,Yuto Nagatomo,Dimitri Foulquier,Charlie Taylor,Ximo Navarro,Isaac Carcelen,Cédric Brunner,Nacho Vidal,Antonio Barragán
Ximo Navarro,FB,Isaac Carcelen,Matthew Lowton,Mikel Balenziaga,Joel Ward,Tyrick Mitchell,Yuto Nagatomo,Cédric Brunner,Ola Aina,Carlos Neva,Dimitri Foulquier
Francisco Portillo,AM,Denis Suárez,Eberechi Eze,Bersant Celina,Jonathan Bamba,Alex Iwobi,Ridle Baku,Fabián Orellana,Joaquín,Moi Gómez,Stuart Armstrong
José Antonio Martínez Gil,CB,Kamal Miller,Erik Godoy,Aboubacar Keita,Chris Mavinga,Jukka Raitala,Rudy Camacho,Rod Fanni,Dejan Jakovic,Miles Robinson,Luis Binks
Toni Lato,FB,Ander Capa,Iago,Luke Thomas,Lorenzo De Silvestri,Kingsley Ehizibue,Thierry Correia,Marvin Zeegelaar,Hugo Mallo,Dan Burn,Serge Aurier
Ander Guevara,MF,Granit Xhaka,Andrés Guardado,Morgan Schneiderlin,Martín Zubimendi,Pedro Mosquera,Boubacar Kamara,Moussa Sissoko,Nemanja Radoja,Khéphren Thuram-Ulie,Christoph Kramer
Alexander Isak,FW,Gianluca Lapadula,Moise Kean,Terem Moffi,Luis Suárez,Dušan Vlahović,Patrik Schick,Lucas Alario,Kevin Lasagna,Jean-Philippe Mateta,Simone Zaza
Ante Budimir,FW,Roberto Soldado,Youssef En-Nesyri,Dominic Calvert-Lewin,Nils Petersen,Sebastian Andersson,Rafa Mir,Mattia Destro,Mama Samba Baldé,Enes Ünal,Kike
Rodrygo,AM,Gio Reyna,Nathan Redmond,Yannick Carrasco,Samuel Chukwueze,Nicola Sansone,Dejan Kulusevski,Filip Đuričić,Marco Reus,Takefusa Kubo,Bryan
Guido Carrillo,FW,Joselu,Fabian Klos,Steve Mounié,Leonardo Pavoletti,Santi Mina,Ludovic Ajorque,Raúl García,Habib Diallo,Oliver McBurnie,Sergi Enrich
David Soria,GK,Marko Dmitrović,Nick Pope,Alexandre Oukidja,Sergio Herrera,Iván Villar,Koen Casteels,Rui Silva,Alisson,Joel Robles,Álex Remiro
Jordi Masip,GK,Roberto,Marco Silvestri,Unai Simón,Sam Johnstone,Łukasz Fabiański,Aaron Ramsdale,Alban Lafont,Jaume Doménech,Eiji Kawashima,Anthony Racioppi
Jason,AM,Andros Townsend,Daniel Caligiuri,Marc Cucurella,Aitor Ruibal,Jean-Paul Boëtius,Renaud Ripart,Dwight McNeil,Mikkel Damsgaard,Ritsu Doan,Ander Barrenetxea
Cifu,FB,Aihen Muñoz,Anderson Lucoqui,Mikel Balenziaga,Fabio Depaoli,Juan Cruz Armada,Kingsley Ehizibue,Joel Ward,Ximo Navarro,Yuto Nagatomo,Cédric Brunner
Dimitris Siovas,CB,Marc Bartra,Yeray Álvarez,Federico Ceccherini,Romain Saïss,Shkodran Mustafi,Bruno Ecuele Manga,John Egan,Adam Webster,Omar Colley,Semi Ajayi
Domingos Duarte,CB,Duje Ćaleta-Car,Iñigo Martínez,Issa Diop,Danilo Larangeira,Lisandro Magallán,Aïssa Mandi,Tyrone Mings,Martin Erlic,Cala,Unai Núñez
Javi Moyano,FB,Juan Cruz Armada,Cédric Brunner,Mikel Balenziaga,Carlos Neva,Anderson Lucoqui,Charlie Taylor,Joel Ward,Nacho Vidal,Aihen Muñoz,Yuto Nagatomo
Manu Trigueros,MF,Jordan Veretout,Mateusz Klich,Nicolò Barella,Joan Jordán,Răzvan Marin,Kerem Demirbay,Nadiem Amiri,Youri Tielemans,Xeka,Toni Kroos
Manu Trigueros,AM,Denis Suárez,Roberto Soriano,Rubén Rochina,Ridle Baku,Jean-Paul Boëtius,Bersant Celina,Miguel Almirón,Antonín Barák,Rubén García,Pablo Fornals
Rubén Blanco,GK,Steve Mandanda,Mathew Ryan,Fernando Pacheco,Joel Robles,Álvaro Fernández,Lorenzo Montipò,Jessy Moulin,Alex McCarthy,Bartłomiej Drągowski,Robin Zentner
Iglesias,FB,Alfonso Espino,Nacho Vidal,Isaac Carcelen,Sacha Boey,Anderson Lucoqui,Kingsley Ehizibue,Charles Traore,Matty Cash,Ximo Navarro,Tyrick Mitchell
Allan Nyom,FB,Pedro Pereira,George Baldock,Joseba Zaldúa,Nacho Vidal,Riccardo Marchizza,Lorenzo Venuti,Ryan Bertrand,Aarón Martín,Sébastien Corchia,Jérôme Roussillon
Allan Nyom,AM,Josh Brownhill,Salvi,Jóhann Berg Guðmundsson,Óscar Plano,Marc Cucurella,Yunus Musah,Renaud Ripart,Tete Morente,Édgar Méndez,Luis Rioja
Fernando Pacheco,GK,Bartłomiej Drągowski,Roberto,Lorenzo Montipò,Rubén Blanco,Steve Mandanda,Alex McCarthy,Iván Villar,Vicente Guaita,Álvaro Fernández,Joel Robles
Jorge Pulido,CB,Luca Caldirola,Iñigo Martínez,Samir Santos,Unai Núñez,Willy Boly,Nikola Milenković,Igor Zubeldia,Leonardo Bonucci,Alexander Djiku,Ismaël Traoré
Jon Moncayola,MF,Rubén Alcaraz,Rodrigo Battaglia,Valon Behrami,Albin Ekdal,Lucas Tousart,Ibrahim Amadou,Sergio Álvarez,Rani Khedira,Jaime Seoane,Douglas Luiz
Robin Le Normand,CB,Harry Maguire,Nayef Aguerd,Marcelo,Benoît Mukinayi,Antonio Rüdiger,Aritz Elustondo,Guillermo Maripán,Gerard Piqué,Kurt Zouma,Matthijs de Ligt
Roberto Soldado,FW,Ante Budimir,Stefano Okaka,Simeon Nwankwo,Luuk de Jong,Sebastian Andersson,Borja Iglesias,Krzysztof Piątek,Jaime Mata,Dominic Calvert-Lewin,Nils Petersen
Sergio Asenjo,GK,Illan Meslier,Jordan Pickford,Juan Musso,Thibaut Courtois,Roman Bürki,Andrés Fernández,Yassine Bounou,Robin Zentner,Dean Henderson,Emiliano Martínez
Óscar de Marcos,FB,Giuseppe Pezzella,José Luis Gayà,Pedro Pereira,Erik Durm,Rick Karsdorp,Séamus Coleman,Nahuel Molina,Pol Lirola,Jérôme Roussillon,Luke Thomas
Óscar de Marcos,AM,Jóhann Berg Guðmundsson,Josh Brownhill,Dwight McNeil,Marc Cucurella,Allan Nyom,Ridle Baku,Óscar Plano,Rubén García,Luis Rioja,Tete Morente
Jota,AM,Jean-Paul Boëtius,Andros Townsend,Dwight McNeil,Tete Morente,Marc Cucurella,Aitor Ruibal,Daniel Caligiuri,Luis Rioja,Miguel Almirón,Alberto Perea
Raphaël Varane,CB,Stefan de Vrij,Manuel Gulde,Pablo Marí,Diego Carlos,Loïck Landre,Óscar Duarte,Kostas Manolas,Gerard Piqué,Raúl Albiol,Paul Baysse
Aitor Fernández,GK,Kevin Trapp,Alfred Gomis,Jean-Louis Leca,Andrea Consigli,Álvaro Fernández,Anthony Racioppi,Édgar Badía,Oliver Baumann,Anthony Lopes,Wojciech Szczęsny
Lucas Ocampos,AM,Nathan Redmond,Nicolas Pépé,Denis Bouanga,Gelson Martins,Riccardo Orsolini,Takefusa Kubo,Nicola Sansone,Ruben Vargas,Ademola Lookman,Samuel Chukwueze
Isco,MF,David Silva,Sergio Canales,Bernardo Silva,Houssem Aouar,İlkay Gündoğan,Nadiem Amiri,Luka Modrić,Luis Alberto,Piotr Zieliński,Rodrigo De Paul
Isco,AM,Willian,Papu Gómez,Romain Faivre,Joaquín,Federico Bernardeschi,Sergio Canales,Julian Brandt,Angelo Fulgini,Jonathan Bamba,Antonio Candreva
Emiliano Rigoni,AM,Jakub Jankto,Luis Rioja,Takashi Inui,Bobby Reid,Jóhann Berg Guðmundsson,Tete Morente,Yunus Musah,Antonio Puertas,Fabián Orellana,Édgar Méndez
Diego Costa,FW,Sasa Kalajdzic,Yussuf Poulsen,Ollie Watkins,Rodrigo Palacio,Álvaro Morata,Florian Sotoca,Ludovic Ajorque,Kike,Steve Mounié,Wout Weghorst
Lucas Pérez,FW,Franck Ribéry,Goran Pandev,João Félix,Alassane Pléa,Iago Aspas,Romain Hamouma,Jorge Molina,Wissam Ben Yedder,José Luis Morales,Musa Barrow
Eden Hazard,AM,Moussa Diaby,Raheem Sterling,Jadon Sancho,Piotr Zieliński,Ousmane Dembélé,Adnan Januzaj,Lionel Messi,Marcus Rashford,Jack Grealish,Diego Farias
Djené,CB,Ivan Radovanović,Bruno González,Erick Cabaco,Jesús Vallejo,Aridane Hernández,Jorge Meré,Pablo Insua,Joakim Nilsson,Dara O'Shea,Sergio Postigo
Sergio Herrera,GK,David Soria,Nick Pope,Rui Silva,Alexandre Oukidja,Koen Casteels,Sam Johnstone,Stefan Ortega,Iván Villar,Florian Müller,Marko Dmitrović
Javi Galán,FB,Jamal Lewis,Alejandro Pozo Pozo,Gabriele Zappa,Nacho,Sofiane Alakouch,Rubén Peña,Daley Sinkgraven,Rayan Aït Nouri,Giuseppe Pezzella,Kyle Walker-Peters
Patrick Cutrone,FW,Stéphane Bahoken,Pierre-Emerick Aubameyang,Giovanni Simeone,Jonathan David,Kevin Lasagna,Jhon Córdoba,Simone Zaza,Fabio Quagliarella,Krzysztof Piątek,Dušan Vlahović
Aitor Ruibal,FB,Silas Wamangituka,Yannick Carrasco,Marius Wolf,Ridle Baku,Davide Zappacosta,Solly March,Pol Lirola,Tariq Lamptey,Filip Kostić,Arkadiusz Reca
Aitor Ruibal,AM,Mikkel Damsgaard,Eric Junior Dina Ebimbe,Ritsu Doan,Daniel Caligiuri,Ruben Loftus-Cheek,Ander Barrenetxea,Marc Cucurella,Miguel Almirón,Alberto Perea,Rubén Rochina
Juan Cruz Armada,FB,Mikel Balenziaga,Carlos Neva,Charlie Taylor,Cédric Brunner,Anderson Lucoqui,Joel Ward,Yuto Nagatomo,Ximo Navarro,Rafa Soares,Bartosz Bereszyński
Pedro López Muñoz,FB,Bartosz Bereszyński,Mihailo Ristić,Hiroki Sakai,Bastian Oczipka,Anthony Caci,Rafa Soares,Ryan Bertrand,Sofiane Alakouch,Joseba Zaldúa,Reinildo Mandava
Luis Suárez,FW,Francesco Caputo,Gianluca Lapadula,Fabio Quagliarella,André Silva,Alexander Isak,Erling Haaland,Ciro Immobile,Patrik Schick,Borja Mayoral,Burak Yılmaz
Jaime Seoane,MF,Conor Gallagher,Abdoulaye Doucouré,Mauro Arambarri,John Lundstram,Karol Linetty,Lamine Fomba,Grischa Prömel,Yangel Herrera,Jon Moncayola,Saša Lukić
Francis Coquelin,MF,Adrien Tameze,Tomás Rincón,Fernando,Josh Brownhill,Pedro Obiang,Christoph Kramer,Ibrahima Sissoko,Morgan Schneiderlin,Nicolas Höfler,Tobias Strobl
Sergio Canales,MF,Piotr Zieliński,Nadiem Amiri,David Silva,Houssem Aouar,Bernardo Silva,İlkay Gündoğan,Seko Fofana,Luis Alberto,Kevin De Bruyne,Luka Modrić
Sergio Canales,AM,Piotr Zieliński,Willian,Martin Ødegaard,Angelo Fulgini,Joaquín,Suso,Dimitri Payet,Jonathan Bamba,Papu Gómez,Antonio Candreva
Paco Alcácer,FW,Hwang Ui-jo,Edinson Cavani,Patrick Bamford,Terem Moffi,Francesco Caputo,Moise Kean,Kevin Lasagna,Simone Zaza,Dušan Vlahović,Erling Haaland
Javier Ontiveros,AM,Alex Iwobi,Aitor Ruibal,Romain Faivre,Stuart Armstrong,Rubén Rochina,Luiz Araújo,Enis Bardhi,Hamed Junior Traorè,Alberto Perea,Eric Junior Dina Ebimbe
Héctor Herrera,MF,Fernandinho,Marcelo Brozović,Rodri,Miguel Veloso,Koke,Manuel Locatelli,Sergio Busquets,Daniel Parejo,Rodrigo Bentancur,Valon Berisha
Paulo Oliveira,CB,Felipe,Keven Schlotterbeck,Ciaran Clark,David García,Erick Cabaco,Joakim Nilsson,Aridane Hernández,Luca Ceppitelli,Jan Bednarek,Dara O'Shea
Miguel Baeza,AM,Miguel Almirón,Ruben Loftus-Cheek,Nathanael Mbuku,Jóhann Berg Guðmundsson,Antonín Barák,Renaud Ripart,Édgar Méndez,Bobby Reid,Bertrand Traoré,Robin Quaison
Neto,GK,Keylor Navas,Hugo Lloris,Samir Handanović,David de Gea,Ederson,Edouard Mendy,David Ospina,Juan Musso,Thibaut Courtois,Roman Bürki
Óscar Duarte,CB,David García,Duje Ćaleta-Car,Romain Thomas,Pedro Bigas,Manuel Gulde,Raphaël Varane,Yeray Álvarez,Ohis Felix Uduokhai,Daniel Congré,Davinson Sánchez
Álex Fernández,MF,Niccolò Zanellato,Grischa Prömel,Mikel Rico,Toma Bašić,Jonjo Shelvey,Maximilian Eggestein,John Lundstram,Abdoulaye Touré,Ashley Westwood,Ángel Montoro
Álex Fernández,AM,Salvi,Jóhann Berg Guðmundsson,Josh Brownhill,Allan Nyom,Marc Cucurella,Luis Rioja,Bobby Reid,Tete Morente,Dwight McNeil,Yunus Musah
Kike Barja,AM,Jon Morcillo,Mattia Zaccagni,Alberto Perea,Lucas Moura,Mikkel Damsgaard,Luis Rioja,Antonio Puertas,Aitor Ruibal,Darwin Machís,Takashi Inui
Luuk de Jong,FW,Antonio Sanabria,Roberto Soldado,Kike,Simone Zaza,Borja Iglesias,Krzysztof Piątek,Sergi Enrich,Sebastian Andersson,Mama Samba Baldé,M'Bala Nzola
Marko Dmitrović,GK,Joel Robles,Rui Silva,David Soria,Iván Villar,Aaron Ramsdale,Alex McCarthy,Álex Remiro,Alban Lafont,Bartłomiej Drągowski,Koen Casteels
Facundo Pellistri,AM,Yunus Musah,Salvi,Luis Rioja,Takashi Inui,Tete Morente,Édgar Méndez,Allan Nyom,Dwight McNeil,Marc Cucurella,Jóhann Berg Guðmundsson
Helibelton Palacios,FB,Anderson Lucoqui,Alfonso Espino,Joel Ward,Jamal Lewis,Isaac Carcelen,Juan Cruz Armada,Tyrick Mitchell,Bartosz Bereszyński,Jérôme Hergault,Charles Traore
Raúl Navas,CB,Jesús Vallejo,Koffi Djidji,Dara O'Shea,Djené,Jeffrey Gouweleeuw,Fali,Mason Holgate,Ivan Radovanović,Alessandro Tuia,Bruno González
Vicente Iborra,MF,Yannick Cahuzac,Leander Dendoncker,Steven Nzonzi,Fernando,Rodrigo Battaglia,Uroš Račić,Rani Khedira,Nemanja Gudelj,Khéphren Thuram-Ulie,Jon Moncayola
Miralem Pjanić,MF,Toni Kroos,Luka Modrić,Marcelo Brozović,Fabián Ruiz Peña,Daniel Parejo,Leandro Paredes,Kevin Kampl,Mateo Kovačić,Joshua Kimmich,Joan Jordán
Gerard Piqué,CB,Rúben Dias,Aymeric Laporte,Raphaël Varane,José María Giménez,Thiago Silva,Antonio Rüdiger,Stefan de Vrij,Robin Le Normand,Kurt Zouma,Aïssa Mandi
Maranhão,FW,Mattia Destro,Anthony Lozano,Ante Budimir,Rafa Mir,Mama Samba Baldé,Sergi Guardiola,Sebastian Andersson,Borja Iglesias,Jonathan Calleri,Callum Wilson
Édgar Méndez,AM,Bobby Reid,Yunus Musah,Renaud Ripart,Óscar Plano,Nathanael Mbuku,Allan Nyom,Niclas Eliasson,Takashi Inui,Theo Walcott,Salvi
José Luis Gayà,FB,Pol Lirola,Manuel Lazzari,Jérôme Roussillon,Junior Sambia,Nahuel Molina,Christian Günter,Héctor Bellerín,Leonardo Spinazzola,Giuseppe Pezzella,Pervis Estupiñán
Sergio Escudero,FB,Daniel Wass,Giorgos Kiriakopoulos,Hassane Kamara,Stuart Dallas,Matteo Darmian,Nacho Monreal,Hamari Traoré,Peter Pekarík,Benjamin Pavard,James Justin
Mikel Vesga,MF,Dominik Kohr,Baptiste Santamaria,Oier Sanjurjo,Habib Maïga,Lucas Torró,Xaver Schlager,Lucas Tousart,Imran Louza,Danny Latza,Wataru Endo
Sidnei,CB,Robson Bambu,Presnel Kimpembe,Stefan Savić,Wesley Hoedt,Pablo Marí,Jonathan Panzo,Hugo Guillamón,Raphaël Varane,Rúben Vezo,Yordan Osorio
Iván Marcone,MF,Didier Ibrahim Ndong,Haris Belkebla,Romaine Sawyers,Pedro Mosquera,Moussa Sissoko,Nemanja Gudelj,Dani García,Nampalys Mendy,Unai Vencedor Paris,Paul Lasne
Ousmane Dembélé,FW,Paulo Dybala,Gabriel Jesus,Alexis Sánchez,Amine Gouiri,Joaquín Correa,Roberto Firmino,Antoine Griezmann,Memphis Depay,Timo Werner,Anthony Martial
Ousmane Dembélé,AM,Riyad Mahrez,Neymar,Lorenzo Insigne,Lionel Messi,Jadon Sancho,Phil Foden,Raheem Sterling,Kylian Mbappé,Serge Gnabry,Leroy Sané
Jeison Murillo,CB,Stefan Mitrović,Daniel Congré,Manuel Gulde,Joakim Nilsson,Cheikhou Kouyaté,Cristián Zapata,Davinson Sánchez,Vladimir Golemić,Keven Schlotterbeck,Pablo Marí
Nolito,MF,Lorenzo Pellegrini,Marcos Llorente,Alexis Claude-Maurice,Benjamin Bourigeaud,Sergej Milinković-Savić,Christoph Baumgartner,Elvis Rexhbeçaj,Davy Klaassen,Gylfi Sigurðsson,Antonín Barák
Nolito,AM,Renato Steffen,Jean-Paul Boëtius,Jack Harrison,Niclas Eliasson,Lorenzo Pellegrini,Álex Berenguer,Hamed Junior Traorè,Matheus Pereira,Ridle Baku,Jakub Jankto
Marcos Mauro López Gutiérrez,CB,Dani Calvo,Philipp Lienhart,Conor Coady,Joaquín Fernández,Luca Caldirola,Cala,Stefan Mitrović,Loïck Landre,Germán Sánchez,Pedro Mendes
Víctor Ruiz,CB,Hugo Guillamón,Stefan Savić,Wout Faes,Jorge Meré,Eric Bailly,Raúl Albiol,Bram Nuytinck,Pablo Marí,Gabriel Paulista,William Saliba
Raúl García,FW,Oliver McBurnie,Fabian Klos,Joselu,David McGoldrick,Josh Sargent,Santi Mina,Jaime Mata,Sergi Enrich,Joelinton,Eldor Shomurodov
Raúl García,AM,Trézéguet,Édgar Méndez,Renaud Ripart,Bobby Reid,Christoph Baumgartner,Roland Sallai,Sofiane Diop,Niclas Eliasson,Antonín Barák,Óscar Plano
Diego Carlos,CB,Raphaël Varane,Dedryck Boyata,Ezri Konsa,Kostas Manolas,José Fonte,Matija Nastasić,David Luiz,Leonardo Bonucci,Alessio Romagnoli,Mouctar Diakhaby
Yunus Musah,AM,Édgar Méndez,Takashi Inui,Tete Morente,Nathanael Mbuku,Luis Rioja,Bobby Reid,Salvi,Jóhann Berg Guðmundsson,Allan Nyom,Josh Brownhill
Nemanja Radoja,MF,Moussa Sissoko,Pedro Mosquera,Victorien Angban,Christoph Kramer,Dani García,Didier Ibrahim Ndong,Ander Guevara,Nemanja Gudelj,Boubacar Kamara,Iván Marcone
Yuri Berchiche,FB,Cédric Soares,Marcelo,Marcos Acuña,Leo Dubois,Giovanni Di Lorenzo,Thomas Meunier,Rayan Aït Nouri,Adrien Truffert,Héctor Bellerín,Junior Sambia
Marc Bartra,CB,Dimitris Siovas,Keven Schlotterbeck,Bruno Ecuele Manga,Yeray Álvarez,Federico Ceccherini,John Egan,José María Giménez,Jeison Murillo,Scott Dann,Omar Alderete
Luis Pérez,FB,Anderson Lucoqui,Charles Traore,Joel Ward,Juan Cruz Armada,Alfonso Espino,Nacho Vidal,Bartosz Bereszyński,Cédric Brunner,Isaac Carcelen,Tyrick Mitchell
Víctor Laguardia,CB,Issa Diop,Federico Fernández,Gonzalo Verdú,Esteban Burgos,Vitorino Hilton,Miloš Veljković,Germán Sánchez,Maya Yoshida,Duje Ćaleta-Car,Unai García
Gabriel Paulista,CB,Paul Baysse,Álvaro González,Victor Lindelöf,Víctor Ruiz,Sven Botman,Duje Ćaleta-Car,Manuel Gulde,Raphaël Varane,José María Giménez,Néstor Araujo
Jon Morcillo,AM,Kike Barja,David Ferreiro,Remi Oudin,Rubén García,Fabián Orellana,Jean-Paul Boëtius,Matheus Pereira,Takashi Inui,Jakub Jankto,Mattia Zaccagni
Adrián Marín,FB,Rubén Duarte,Conor Townsend,Juan Miranda,Vladimír Coufal,Matthew Lowton,Charlie Taylor,Raphael Framberger,Rober Correa,Daniel Brosinski,Enda Stevens
Joaquín Fernández,CB,Cala,Jean-Charles Castelletto,Dani Calvo,Angelo Ogbonna,Ben Mee,Ezri Konsa,Loïck Landre,Toby Alderweireld,Sebastiaan Bornauw,Pedro Mendes
Samuel Chukwueze,AM,Amine Gouiri,Kingsley Coman,Sadio Mané,Harvey Barnes,Christian Pulisic,Rodrygo,Takefusa Kubo,Mikel Oyarzabal,Marcus Rashford,Jack Grealish
Maxime Gonalons,MF,Nicolas Höfler,Tiemoué Bakayoko,Étienne Capoue,Lucas Leiva,Renato Tapia,Thomas Delaney,Didier Ibrahim Ndong,Haris Belkebla,Walace,Geoffrey Kondogbia
Roberto,GK,Aaron Ramsdale,Fernando Pacheco,Martin Dúbravka,Jordi Masip,Anthony Racioppi,Bartłomiej Drągowski,Sam Johnstone,Vicente Guaita,Alban Lafont,Unai Simón
Damián Suárez,FB,Bartosz Bereszyński,Alejandro Pozo Pozo,Dennis Appiah,Fouad Chafik,Anderson Lucoqui,Charles Traore,Matthew Lowton,Jérôme Hergault,Isaac Carcelen,Sacha Boey
Pablo Hervías,FB,Cristian Ansaldi,José Luis Gayà,Silas Wamangituka,Pervis Estupiñán,Tariq Lamptey,Leonardo Spinazzola,Juan Cuadrado,Yannick Carrasco,Marcos Acuña,Christian Günter
Pablo Hervías,AM,Dwight McNeil,Denis Suárez,Stuart Armstrong,Ridle Baku,Tete Morente,Fabián Orellana,Joaquín,Rubén García,Eberechi Eze,David Ferreiro
Pedro Alcalá,CB,Bruno González,Nicolas Nkoulou,Ivan Radovanović,Federico Fernández,Jesús Vallejo,Aridane Hernández,Djené,Bram Nuytinck,Conor Coady,Víctor Laguardia
Sergi Enrich,FW,Luuk de Jong,Eldor Shomurodov,Joselu,Enes Ünal,Kike,Jaime Mata,Oliver McBurnie,Raúl García,Joelinton,Jay Rodriguez
Diego Llorente,CB,Yunis Abdelhamid,Diego Godín,Armando Izzo,Gleison Bremer,Alexander Djiku,Pascal Struijk,Leonardo Balerdi,Marash Kumbulla,Cristian Romero,Nikola Milenković
Mickael Malsa,MF,Mario Lemina,Yves Bissouma,Pape Gueye,Ibrahima Sissoko,Walace,Luka Milivojević,Guido Rodríguez,Nicolas Höfler,Haris Belkebla,Christoph Kramer
Rafa Mir,FW,Sebastian Andersson,Dominic Calvert-Lewin,Simone Zaza,Asier Villalibre,Chris Wood,Florian Niederlechner,Mattia Destro,Borja Iglesias,Jonathan Calleri,Ante Budimir
Iñigo Pérez,MF,Ángel Montoro,Niccolò Zanellato,Maximilian Eggestein,John Lundstram,Ashley Westwood,Mattéo Guendouzi,Matteo Ricci,Jacopo Petriccione,John Fleck,Lukas Lerager
Sergi Gómez,CB,Conor Coady,Luca Marrone,Jason Denayer,Victor Lindelöf,Matija Nastasić,Eric Dier,Hugo Guillamón,Stefan Savić,Pablo Marí,Kostas Manolas
Oihan Sancet,FW,Goran Pandev,Jordan Ayew,Wilfried Zaha,Romain Hamouma,Ondrej Duda,Neal Maupay,José Luis Morales,Raúl Jiménez,Joelinton,Lucas Höler
