Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG
2021-04-11,Musa Juwara,Matchweek 30,Away,L 0–1,Bologna,Roma,N,"WB,DM",22,8,11,72.7,105,23,5,5,100.0,3,6,50.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,2,0,0.0,0,1,1,0,0,0,0,0,1,0,0,16,0,2,7,9,2,13,0,1,0.0,0,0,12,63,44,2,0,1,0,2,13,11,84.6,2,0,0,0,1,1,0,0,0.0,0.0
2021-05-02,Musa Juwara,Matchweek 34,Home,D 3–3,Bologna,Fiorentina,N,WB,1,2,2,100.0,34,0,1,1,100.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,31,26,0,0,0,0,0,2,2,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-08,Musa Juwara,Matchweek 35,Away,D 1–1,Bologna,Udinese,N,LB,11,5,7,71.4,133,74,1,1,100.0,2,3,66.7,2,3,66.7,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,3,1,33.3,2,1,0,0,0,0,0,0,1,0,0,9,1,4,4,3,0,9,0,0,0,0,0,5,80,51,1,1,0,0,0,7,6,85.7,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-17,Musa Juwara,Matchweek 37,Away,D 2–2,Bologna,Hellas Verona,N,LB,1,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,100.0,1,0,0,0,0,0,0,0,0.0,0.0
2020-10-31,Matteo Pessina,Matchweek 6,Away,W 2–1,Atalanta,Crotone,N,CM,2,6,7,85.7,135,22,0,0,0,5,5,100.0,1,1,100.0,0,0.0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,7,0,0,0,0,0,7,13,3,0,0,0,0,0,5,5,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-08,Matteo Pessina,Matchweek 7,Home,D 1–1,Atalanta,Inter,N,CM,32,34,37,91.9,617,158,14,15,93.3,15,16,93.8,4,5,80.0,0,0.0,0,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,5,2,40.0,1,3,1,0,0,0,0,0,1,1,0,39,3,12,24,11,0,39,0,0,0,0,0,30,162,95,3,5,0,0,0,31,30,96.8,2,0,0,0,0,0,0,0,0.0,0.0
2020-11-21,Matteo Pessina,Matchweek 8,Away,D 0–0,Atalanta,Spezia,Y,CM,90,44,53,83.0,721,165,20,21,95.2,21,25,84.0,3,7,42.9,0,0.0,0,7,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,22,7,31.8,5,14,3,4,0,0,4,3,5,1,0,67,3,18,40,13,1,67,2,3,66.7,2,0,45,218,102,6,0,1,0,2,39,37,94.9,1,0,0,0,0,0,1,0,0.0,0.0
2021-01-20,Matteo Pessina,Matchweek 10,Away,D 1–1,Atalanta,Udinese,Y,"DM,AM",90,58,64,90.6,1145,259,14,14,100.0,38,40,95.0,6,8,75.0,1,0.6,2,10,5,0,9,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,24,9,37.5,5,11,8,0,0,0,0,2,2,0,0,69,0,9,38,26,2,67,2,2,100.0,2,0,53,227,104,4,1,0,2,1,63,53,84.1,1,0,0,0,1,1,0,0,0.0,0.0
2020-12-13,Matteo Pessina,Matchweek 11,Home,W 3–0,Atalanta,Fiorentina,Y,AM,88,36,41,87.8,552,119,19,23,82.6,15,16,93.8,1,1,100.0,0,0.0,0,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,12,1,8.3,3,6,3,2,0,0,2,2,3,2,0,53,3,7,29,19,1,53,2,4,50.0,2,0,36,117,54,1,1,0,2,1,52,41,78.8,7,0,0,0,1,0,0,0,0.0,0.0
2020-12-16,Matteo Pessina,Matchweek 12,Away,D 1–1,Atalanta,Juventus,Y,AM,52,18,22,81.8,287,75,8,8,100.0,10,12,83.3,0,0,0,0,0.4,2,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,2,25.0,0,5,3,2,0,0,2,0,1,0,0,34,0,4,17,13,0,33,0,2,0.0,0,0,25,85,59,5,0,0,1,1,34,25,73.5,3,0,0,0,2,1,0,0,0.1,0.1
2020-12-20,Matteo Pessina,Matchweek 13,Home,W 4–1,Atalanta,Roma,Y,LW,45,11,15,73.3,143,35,8,9,88.9,3,4,75.0,0,2,0.0,0,0.0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,2,100.0,0,2,0,3,0,0,3,1,2,0,0,22,1,2,11,11,1,22,2,2,100.0,2,0,17,42,16,1,1,0,1,1,16,13,81.3,5,0,0,0,0,0,0,0,0.0,0.0
2020-12-23,Matteo Pessina,Matchweek 14,Away,D 2–2,Atalanta,Bologna,Y,AM,90,36,44,81.8,543,97,21,24,87.5,12,14,85.7,2,4,50.0,0,0.0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,17,7,41.2,3,10,4,2,1,0,1,0,1,0,0,57,1,7,25,28,5,57,0,2,0.0,0,0,45,217,76,5,2,0,3,2,60,40,66.7,5,0,0,0,1,1,0,0,0.1,0.1
2021-01-03,Matteo Pessina,Matchweek 15,Home,W 5–1,Atalanta,Sassuolo,Y,AM,62,35,42,83.3,689,185,13,15,86.7,17,18,94.4,5,6,83.3,0,0.0,2,3,5,0,8,8,8,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,2,50.0,1,13,7,53.8,0,5,8,1,0,0,1,0,1,0,0,48,0,5,17,30,5,48,3,4,75.0,3,0,43,261,149,6,0,0,0,2,43,37,86.0,8,1,0,0,1,1,0,0,0.3,0.3
2021-01-06,Matteo Pessina,Matchweek 16,Home,W 3–0,Atalanta,Parma,Y,AM,90,47,54,87.0,698,200,26,29,89.7,19,21,90.5,1,1,100.0,0,0.0,1,7,2,0,7,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,9,2,22.2,1,1,7,0,0,0,0,0,1,0,0,62,2,8,35,22,3,61,0,1,0.0,0,0,48,297,120,7,2,0,1,1,65,53,81.5,6,0,0,0,0,0,1,0,0.0,0.0
2021-01-09,Matteo Pessina,Matchweek 17,Away,W 4–1,Atalanta,Benevento,Y,AM,63,29,36,80.6,501,101,11,15,73.3,15,17,88.2,2,3,66.7,0,0.0,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,10,3,30.0,1,3,6,0,0,0,0,0,0,0,0,46,0,0,26,21,4,45,0,3,0.0,0,0,38,204,90,8,0,0,3,1,44,35,79.5,9,0,0,0,1,0,0,0,0.0,0.0
2021-01-23,Matteo Pessina,Matchweek 19,Away,W 3–0,Atalanta,Milan,Y,AM,89,29,33,87.9,481,138,13,16,81.3,14,14,100.0,2,3,66.7,0,0.0,1,1,1,0,4,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,10,6,60.0,3,3,4,1,1,0,0,0,0,0,0,44,1,8,22,17,1,44,1,4,25.0,1,0,39,165,45,3,2,1,3,2,48,33,68.8,9,0,0,0,0,0,0,0,0.0,0.0
2021-02-06,Matteo Pessina,Matchweek 21,Home,D 3–3,Atalanta,Torino,Y,DM,84,45,54,83.3,917,185,15,21,71.4,21,23,91.3,9,10,90.0,0,0.0,1,2,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,8,4,50.0,1,5,2,2,0,0,2,1,1,0,0,59,0,10,38,16,1,59,1,1,100.0,1,0,44,205,66,3,1,0,2,0,56,46,82.1,4,0,0,0,0,0,0,0,0.0,0.0
2021-02-14,Matteo Pessina,Matchweek 22,Away,W 1–0,Atalanta,Cagliari,Y,CM,45,29,41,70.7,486,183,11,13,84.6,16,20,80.0,2,6,33.3,0,0.0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,9,4,44.4,2,7,0,0,0,0,0,0,1,3,0,45,3,12,33,5,0,44,0,1,0.0,0,0,25,175,101,4,1,0,0,0,32,30,93.8,1,0,0,0,0,0,0,0,0.0,0.0
2021-02-21,Matteo Pessina,Matchweek 23,Home,W 4–2,Atalanta,Napoli,Y,AM,83,18,25,72.0,372,110,8,11,72.7,7,9,77.8,3,4,75.0,0,0.1,2,2,1,0,2,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,20.0,3,7,5,2,0,0,2,0,0,1,0,39,0,7,15,20,9,39,1,1,100.0,1,0,28,91,32,2,3,0,0,3,39,25,64.1,4,0,0,0,5,0,0,0,0.5,0.5
2021-02-28,Matteo Pessina,Matchweek 24,Away,W 2–0,Atalanta,Sampdoria,N,CM,32,14,16,87.5,205,69,8,8,100.0,6,7,85.7,0,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,25.0,0,3,1,0,0,0,0,0,1,0,0,25,0,3,13,10,2,25,2,4,50.0,2,1,17,57,20,1,1,0,2,0,31,22,71.0,4,0,0,0,2,2,0,0,0.1,0.1
2021-03-03,Matteo Pessina,Matchweek 25,Home,W 5–1,Atalanta,Crotone,Y,DM,90,54,63,85.7,926,267,27,31,87.1,21,23,91.3,6,7,85.7,0,0.5,2,6,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,19,10,52.6,1,10,8,3,0,0,3,0,0,1,0,73,1,13,39,24,5,73,0,0,0,0,0,50,263,122,8,0,2,2,1,60,47,78.3,9,0,0,0,1,1,0,0,0.1,0.1
2021-03-08,Matteo Pessina,Matchweek 26,Away,L 0–1,Atalanta,Inter,Y,AM,72,29,35,82.9,418,79,16,17,94.1,11,12,91.7,1,3,33.3,0,0.1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,0.0,2,9,0,0.0,1,2,6,0,0,0,0,0,2,0,0,40,1,6,20,17,4,39,0,0,0,0,0,30,159,101,3,1,1,1,0,38,28,73.7,8,0,0,0,0,0,0,0,0.0,0.0
2021-03-12,Matteo Pessina,Matchweek 27,Home,W 3–1,Atalanta,Spezia,N,AM,1,2,2,100.0,80,32,0,0,0,1,1,100.0,1,1,100.0,0,0.0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,1,100.0,1,0,3,25,13,1,0,0,0,0,2,2,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-21,Matteo Pessina,Matchweek 28,Away,W 2–0,Atalanta,Hellas Verona,Y,AM,76,11,22,50.0,223,59,3,6,50.0,6,10,60.0,1,4,25.0,0,0.2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,23,12,52.2,3,10,10,0,0,0,0,1,2,1,0,32,0,1,25,6,2,32,0,1,0.0,1,0,12,49,21,1,0,0,3,2,39,21,53.8,6,0,0,0,0,0,0,0,0.0,0.0
2021-04-03,Matteo Pessina,Matchweek 29,Home,W 3–2,Atalanta,Udinese,Y,AM,77,40,47,85.1,672,216,22,25,88.0,11,14,78.6,5,5,100.0,1,0.2,3,4,4,0,9,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,9,2,22.2,0,3,6,1,0,0,1,1,2,2,0,62,2,5,22,36,11,61,0,0,0,0,0,47,172,67,2,1,1,4,3,64,46,71.9,14,0,0,0,3,1,0,0,0.4,0.4
2021-04-18,Matteo Pessina,Matchweek 31,Home,W 1–0,Atalanta,Juventus,Y,AM,45,14,20,70.0,161,11,9,11,81.8,3,4,75.0,0,1,0.0,0,0.1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14.3,1,1,5,2,1,0,1,0,0,0,0,24,0,2,4,18,5,24,0,0,0,0,0,21,47,22,3,0,0,1,0,28,21,75.0,10,0,0,0,1,0,0,0,0.2,0.2
2021-04-25,Matteo Pessina,Matchweek 33,Home,W 5–0,Atalanta,Bologna,N,DM,30,30,33,90.9,659,187,7,9,77.8,17,17,100.0,6,7,85.7,0,0.0,0,10,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,34,0,5,22,10,0,34,0,0,0,0,0,33,205,137,7,1,0,0,0,32,31,96.9,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-02,Matteo Pessina,Matchweek 34,Away,D 1–1,Atalanta,Sassuolo,Y,AM,24,4,6,66.7,54,16,1,1,100.0,2,3,66.7,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,15.4,2,5,6,0,0,0,0,1,1,0,0,8,0,0,5,3,0,8,0,0,0,0,0,6,16,6,0,0,0,1,1,14,6,42.9,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-09,Matteo Pessina,Matchweek 35,Away,W 5–2,Atalanta,Parma,N,AM,45,24,28,85.7,398,81,13,14,92.9,10,12,83.3,1,2,50.0,0,0.0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,5,2,40.0,4,0,1,0,0,0,0,0,1,0,0,34,0,6,16,15,5,34,0,1,0.0,0,0,29,185,83,4,1,1,2,0,31,28,90.3,4,1,0,0,2,2,0,0,0.5,0.5
2021-05-12,Matteo Pessina,Matchweek 36,Home,W 2–0,Atalanta,Benevento,Y,AM,58,40,44,90.9,662,79,16,19,84.2,21,22,95.5,2,2,100.0,0,0.1,1,6,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,66.7,0,3,3,3,0,0,3,0,0,0,0,53,0,2,30,24,3,52,0,0,0,0,0,43,167,66,4,0,0,1,2,55,43,78.2,11,0,0,0,1,0,0,0,0.1,0.1
2021-05-15,Matteo Pessina,Matchweek 37,Away,W 4–3,Atalanta,Genoa,N,DM,45,33,36,91.7,494,106,20,20,100.0,11,13,84.6,1,2,50.0,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,9,4,44.4,2,5,2,0,0,0,0,2,3,0,0,39,0,9,27,6,0,38,0,0,0,0,0,27,183,80,6,1,0,1,1,29,28,96.6,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-23,Matteo Pessina,Matchweek 38,Home,L 0–2,Atalanta,Milan,Y,LW,45,27,32,84.4,401,115,15,16,93.8,12,14,85.7,0,0,0,0,0.0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60.0,0,2,3,0,0,0,0,0,0,0,0,36,0,0,18,22,0,34,0,1,0.0,0,0,33,170,62,4,3,0,0,2,37,32,86.5,8,0,0,0,0,0,0,0,0.0,0.0
2020-10-18,José Callejón,Matchweek 4,Away,D 2–2,Fiorentina,Spezia,N,CM,13,3,4,75.0,45,0,2,2,100.0,1,2,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,2,6,2,8,1,1,100.0,1,0,7,9,0,0,0,0,1,2,7,6,85.7,2,0,0,0,1,0,0,0,0.0,0.0
2020-10-25,José Callejón,Matchweek 5,Home,W 3–2,Fiorentina,Udinese,Y,FW,65,6,9,66.7,79,28,3,4,75.0,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,0,2,2,0,0,0,0,0,0,0,0,13,0,1,7,5,1,13,0,0,0,0,0,7,31,8,0,0,0,1,1,18,11,61.1,5,0,0,0,2,0,0,0,0.0,0.0
2020-11-01,José Callejón,Matchweek 6,Away,L 0–2,Fiorentina,Roma,Y,"FW,RW",66,8,12,66.7,107,13,5,7,71.4,3,4,75.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,33.3,0,3,9,1,0,0,1,0,0,0,0,16,1,2,8,6,0,15,0,0,0,0,0,9,9,0,0,0,0,0,3,18,12,66.7,2,0,0,0,0,0,0,0,0.0,0.0
2020-11-29,José Callejón,Matchweek 9,Away,L 0–2,Fiorentina,Milan,Y,RW,45,15,20,75.0,264,25,8,8,100.0,5,6,83.3,2,3,66.7,0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,7,5,71.4,2,3,2,1,0,0,1,0,1,0,0,23,0,2,15,8,0,22,0,0,0,0,0,15,78,38,2,1,0,1,0,23,17,73.9,1,0,0,0,1,0,0,0,0.0,0.0
2020-12-07,José Callejón,Matchweek 10,Home,D 1–1,Fiorentina,Genoa,Y,RW,77,29,36,80.6,454,64,14,15,93.3,12,14,85.7,1,2,50.0,0,0.5,2,3,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,5,3,60.0,1,4,0,0,0,0,0,1,2,1,0,41,1,2,25,16,3,40,0,0,0,0,0,29,115,27,2,0,0,0,1,47,33,70.2,6,0,0,0,1,1,0,0,0.1,0.1
2020-12-13,José Callejón,Matchweek 11,Away,L 0–3,Fiorentina,Atalanta,N,RW,32,12,15,80.0,210,66,7,9,77.8,5,5,100.0,0,0,0,0,0.1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50.0,0,2,2,1,1,0,0,1,1,0,0,19,2,4,8,11,0,17,0,0,0,0,0,12,64,43,2,2,0,0,0,21,12,57.1,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-19,José Callejón,Matchweek 13,Home,D 1–1,Fiorentina,Hellas Verona,N,CM,31,8,11,72.7,129,8,3,3,100.0,5,6,83.3,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,50.0,1,1,1,100.0,0,0,1,0,0,0,0,0,1,1,0,14,1,1,9,5,0,14,0,0,0,0,0,8,28,15,1,0,0,0,0,14,12,85.7,5,0,0,0,0,0,0,0,0.0,0.0
2021-01-06,José Callejón,Matchweek 16,Away,L 1–2,Fiorentina,Lazio,N,WB,31,7,10,70.0,146,26,3,3,100.0,3,4,75.0,1,2,50.0,0,0.0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,1,2,0,0,14,0,2,7,6,1,11,0,1,0.0,0,0,8,43,27,2,0,0,0,0,9,8,88.9,1,0,0,0,1,0,0,0,0.1,0.1
2021-01-10,José Callejón,Matchweek 17,Home,W 1–0,Fiorentina,Cagliari,Y,RW,81,20,30,66.7,504,115,6,7,85.7,8,15,53.3,6,6,100.0,1,0.7,2,3,3,2,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,2,50.0,1,0,3,1,0,0,1,0,0,1,0,36,1,5,15,22,4,34,0,0,0,0,0,24,215,158,9,5,1,0,0,34,23,67.6,7,0,0,0,2,0,0,0,0.0,0.0
2021-01-17,José Callejón,Matchweek 18,Away,L 0–6,Fiorentina,Napoli,Y,RW,73,19,28,67.9,375,105,9,12,75.0,8,12,66.7,2,2,100.0,0,0.0,0,2,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,8,2,25.0,1,4,3,0,0,0,0,1,1,1,0,34,0,2,22,13,2,33,2,2,100.0,2,0,26,116,73,3,2,0,2,2,32,27,84.4,5,0,0,0,0,0,0,0,0.0,0.0
2021-02-14,José Callejón,Matchweek 22,Away,L 1–2,Fiorentina,Sampdoria,N,CB,8,13,21,61.9,185,42,8,9,88.9,4,6,66.7,1,4,25.0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,0,1,1,0,0,23,0,1,10,13,2,18,1,1,100.0,1,1,17,70,48,3,1,0,0,1,14,13,92.9,0,0,0,0,1,0,0,0,0.0,0.0
2021-03-07,José Callejón,Matchweek 26,Home,D 3–3,Fiorentina,Parma,N,AM,14,2,4,50.0,67,21,0,0,0,1,3,33.3,1,1,100.0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,3,1,4,0,0,0,0,0,3,11,1,0,1,0,0,0,6,4,66.7,1,0,0,0,0,0,0,0,0.0,0.0
2021-03-13,José Callejón,Matchweek 27,Away,W 4–1,Fiorentina,Benevento,N,RM,12,16,18,88.9,192,41,10,11,90.9,5,6,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,13,4,0,18,1,1,100.0,1,0,13,35,10,0,0,0,0,0,19,16,84.2,1,0,0,0,0,0,0,0,0.0,0.0
2021-03-21,José Callejón,Matchweek 28,Home,L 2–3,Fiorentina,Milan,N,"RM,CM",12,7,9,77.8,111,25,4,5,80.0,2,2,100.0,1,2,50.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50.0,1,2,1,0,0,0,0,0,0,0,0,9,0,1,1,8,0,8,0,0,0,0,0,8,36,8,1,0,0,0,0,7,7,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-03,José Callejón,Matchweek 29,Away,D 1–1,Fiorentina,Genoa,N,CM,8,1,2,50.0,19,14,0,1,0.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,2,4,1,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-11,José Callejón,Matchweek 30,Home,L 2–3,Fiorentina,Atalanta,N,CM,14,8,10,80.0,113,39,5,6,83.3,2,2,100.0,0,1,0.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,8,3,37.5,2,4,2,0,0,0,0,1,1,0,0,11,0,2,6,3,0,11,0,0,0,0,0,8,45,14,1,0,0,0,0,10,8,80.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-17,José Callejón,Matchweek 31,Away,L 1–3,Fiorentina,Sassuolo,N,"CM,RM",20,8,11,72.7,197,64,3,4,75.0,3,3,100.0,2,4,50.0,0,0.0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3,2,66.7,0,2,1,0,0,0,0,0,0,2,0,13,2,2,6,5,0,12,0,0,0,0,0,8,28,19,2,0,0,0,0,8,7,87.5,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-12,José Callejón,Matchweek 36,Away,D 0–0,Fiorentina,Cagliari,N,FW,21,1,1,100.0,12,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0.0,1,0,2,0,0,0,0,0,1,0,0,4,0,0,1,3,0,4,0,1,0.0,0,0,2,6,0,0,0,0,0,0,3,2,66.7,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-16,José Callejón,Matchweek 37,Home,L 0–2,Fiorentina,Napoli,N,CM,14,5,7,71.4,46,12,4,5,80.0,1,1,100.0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,3,0,5,0,0,0,0,0,2,22,0,0,0,0,0,0,3,2,66.7,1,0,0,0,0,0,0,0,0.0,0.0
2021-05-22,José Callejón,Matchweek 38,Away,D 0–0,Fiorentina,Crotone,N,WB,27,23,26,88.5,416,73,12,12,100.0,9,10,90.0,2,4,50.0,0,0.0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,100.0,0,4,2,50.0,1,0,3,0,0,0,0,1,2,0,0,28,0,0,12,17,0,28,0,0,0,0,0,27,96,54,3,0,0,1,0,26,25,96.2,1,0,0,0,0,0,0,0,0.0,0.0
2020-11-22,Juan Jesus,Matchweek 8,Home,W 3–0,Roma,Parma,N,CB,38,37,38,97.4,694,208,10,10,100.0,26,26,100.0,1,1,100.0,0,0.0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0,38,4,16,23,0,0,38,0,0,0,0,0,36,141,34,0,0,0,0,0,36,36,100.0,0,0,0,0,0,0,0,0,0.0,0.0
