Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Alan Empereur,CB,Ivan Radovanović,Jérémy Morel,Simone Iacoponi,Luca Ceppitelli,Wout Faes,Rúben Vezo,Bram Nuytinck,Djené,Dominique Heintz,Jonathan Panzo
David Ospina,GK,Ederson,Thibaut Courtois,Edouard Mendy,Pau López,Bernd Leno,Marc-André ter Stegen,Alisson,Yassine Bounou,Gianluigi Donnarumma,Anthony Lopes
Fernando Llorente,FW,Jaime Mata,Oliver McBurnie,Stefano Okaka,Luuk de Jong,Andreas Cornelius,Leonardo Pavoletti,Borja Iglesias,Roberto Soldado,Sergi Enrich,Habib Diallo
Roger Ibanez,CB,Maxence Lacroix,Takehiro Tomiyasu,Diego Godín,Marc-Oliver Kempf,Edmond Tapsoba,Julian Chabot,Jerry St. Juste,Éder Militão,Vlad Chiricheș,Obite N'Dicka
Miha Zajc,MF,Carlos Soler,Abdoulaye Doucouré,Nahitan Nández,Imran Louza,Gaetano Castrovilli,Bryan Dabo,Federico Valverde,Mikel Rico,Răzvan Marin,John Lundstram
Bruno Peres,FB,Manuel Lazzari,Leonardo Spinazzola,Pol Lirola,Ashley Young,Raphaël Guerreiro,Darko Lazović,Cristiano Biraghi,Sergiño Dest,Jonathan Clauss,Davide Zappacosta
Grégoire Defrel,FW,Jordan Ayew,Goran Pandev,Joelinton,Roger Martí,José Luis Morales,Wilfried Zaha,Ondrej Duda,Neal Maupay,Antoine Griezmann,Ángel Correa
Grégoire Defrel,AM,Emmanuel Gyasi,Stephy Mavididi,Jonathan Ikone,Theo Walcott,Portu,Martin Terrier,Jarrod Bowen,Gervinho,José Luis Morales,Dodi Lukebakio
Pierre Kalulu,CB,Óscar Mingueza,Emre Can,Gianluca Mancini,Francesco Acerbi,César Azpilicueta,Bryan Cristante,Rafael Tolói,Moussa Niakhate,Obite N'Dicka,Roger Ibanez
Gian Marco Ferrari,CB,Matthias Ginter,Matthijs de Ligt,Alessandro Bastoni,Lukas Klostermann,Giorgio Chiellini,Sergio Ramos,César Azpilicueta,Berat Djimsiti,Marquinhos,Marcel Halstenberg
Wesley Hoedt,CB,Julien Laporte,Robin Knoche,Presnel Kimpembe,Steven Fortes,Wout Faes,Jonathan Panzo,Andrea Masiello,Fikayo Tomori,Yordan Osorio,Robson Bambu
Gianluca Scamacca,FW,Che Adams,Stéphane Bahoken,Lucas Höler,Antonio Sanabria,Richarlison,Alexandre Lacazette,Eldor Shomurodov,Florian Niederlechner,Mama Samba Baldé,Arkadiusz Milik
Adrien Rabiot,MF,Andre-Frank Zambo Anguissa,Franck Kessié,Eduardo Camavinga,Mahmoud Dahoud,Pierre Lees-Melou,Federico Valverde,Remo Freuler,Xaver Schlager,Tanguy Ndombele,Habib Maïga
Daniel Bessa,AM,Thorgan Hazard,Julian Brandt,Martin Ødegaard,Willian,Alexis Saelemaekers,Gaël Kakuta,Denis Suárez,Jonas Hofmann,Roberto Soriano,Gio Reyna
Davide Santon,FB,Jérôme Roussillon,Héctor Bellerín,Séamus Coleman,Rogério,Adrien Truffert,Pedro Pereira,Manuel Lazzari,Matthieu Udol,Gabriele Zappa,Tariq Lamptey
Armando Izzo,CB,Diego Godín,Marvin Friedrich,John Brooks,Samir Santos,Diego Llorente,Takehiro Tomiyasu,Moussa Niakhate,Gleison Bremer,Federico Ceccherini,Roger Ibanez
Dries Mertens,FW,Alassane Pléa,Alexis Sánchez,Paulo Dybala,Wissam Ben Yedder,Timo Werner,Antoine Griezmann,Ciro Immobile,Neal Maupay,Moanes Dabour,Amine Gouiri
Dries Mertens,AM,Timo Werner,Son Heung-min,Pablo Sarabia,Ante Rebić,Leroy Sané,Mohamed Salah,Kylian Mbappé,Federico Chiesa,Leon Bailey,Bruno Fernandes
Marvin Zeegelaar,FB,Enda Stevens,George Baldock,Ander Capa,Séamus Coleman,Daniel Wass,Luke Thomas,Rubén Peña,Peter Pekarík,Matteo Darmian,Dan Burn
Wilfried Singo,FB,Pol Lirola,Tariq Lamptey,Pablo Maffeo,Arkadiusz Reca,Junior Sambia,Marius Wolf,Adam Marušić,José Luis Gayà,Alfonso Pedraza,Álex Moreno
Yann Karamoh,AM,Eric Junior Dina Ebimbe,Daniel Podence,Theo Walcott,Gervinho,Rony Lopes,Jeremy Doku,Aitor Ruibal,Fabián Orellana,Jonathan Ikone,Nathanael Mbuku
Simon Kjær,CB,Éder Militão,Duje Ćaleta-Car,Danilo Larangeira,Martin Erlic,John Boye,Adama Soumaoro,Maya Yoshida,Gonzalo Verdú,Timothée Kolodziejczak,Alessio Romagnoli
Omar Colley,CB,John Egan,Mattia Bani,Romain Saïss,Jean-Charles Castelletto,David García,Dimitris Siovas,Florian Lejeune,Sebastien De Maio,Paweł Dawidowicz,Keven Schlotterbeck
Lucien Agoume,MF,Pedro Mosquera,Iván Marcone,Didier Ibrahim Ndong,Haris Belkebla,Paul Lasne,Christoph Kramer,Morgan Schneiderlin,Walace,Unai Vencedor Paris,Romaine Sawyers
Mato Jajalo,MF,Nampalys Mendy,Iván Marcone,Pedro Mosquera,Haris Belkebla,Moussa Sissoko,Nemanja Gudelj,Otávio,Victorien Angban,Didier Ibrahim Ndong,Unai Vencedor Paris
Germán Pezzella,CB,John Egan,Kamil Glik,Xabier Etxeita,Bruno Alves,Sebastiaan Bornauw,Cala,Sebastien De Maio,Stefan Mitrović,Óscar Duarte,Germán Sánchez
Victor Osimhen,FW,Terem Moffi,Patrick Bamford,Ollie Watkins,Gianluca Lapadula,Edinson Cavani,Jhon Córdoba,Kevin Lasagna,Breel Embolo,Youssef En-Nesyri,Erling Haaland
Andrea Consigli,GK,Kevin Trapp,Aitor Fernández,Álvaro Fernández,Yann Sommer,Pau López,Ivan Provedel,Lukáš Hrádecký,Péter Gulácsi,Joel Robles,Oliver Baumann
Lorenzo Tonelli,CB,Sebastiaan Bornauw,Sebastien De Maio,Jamaal Lascelles,Jean-Charles Castelletto,Paweł Dawidowicz,Romain Thomas,Dani Calvo,Pedro Mendes,Omar Colley,Ezri Konsa
Rodrigo Palacio,FW,Joaquín Correa,Florian Sotoca,Neal Maupay,Goran Pandev,Romain Hamouma,Wissam Ben Yedder,Andrea Petagna,Iñaki Williams,Ángel Correa,Iago Aspas
Adrien Tameze,MF,Sander Berge,Nicolas Höfler,Soualiho Meïté,Douglas Luiz,Mahdi Camara,Mauro Arambarri,Tomás Rincón,Ibrahima Sissoko,Baptiste Santamaria,Andre-Frank Zambo Anguissa
Adolfo Gaich,FW,Mama Samba Baldé,Giovanni Simeone,Sergi Enrich,Eldor Shomurodov,Oliver Burke,Jonathan Calleri,Krzysztof Piątek,Enes Ünal,Stefano Okaka,Kike
Valentin Antov,CB,Lorenzo Tonelli,Luca Marrone,Davinson Sánchez,Vladimir Golemić,Fikayo Tomori,Daniel Congré,Jonathan Panzo,Sebastien De Maio,Bram Nuytinck,Mouctar Diakhaby
Manolo Gabbiadini,FW,Burak Yılmaz,Asier Villalibre,Luis Suárez,João Pedro,Jorge Molina,Andrea Petagna,Fabio Quagliarella,Che Adams,Andy Delort,Habib Diallo
Roberto Insigne,AM,Federico Bernardeschi,Steven Bergwijn,Filip Đuričić,Mikel Oyarzabal,Matheus Pereira,Vincenzo Grifo,Pedro Neto,Jonathan Ikone,Bukayo Saka,Emile Smith-Rowe
Andrea Conti,FB,Anthony Caci,Vincent Le Goff,Sofiane Alakouch,Wendell,Matty Cash,Sacha Boey,Mateu Morey,Dennis Appiah,Fábio,Christopher Lenz
Paolo Faragò,FB,Sébastien Corchia,Fábio,Mario Gaspar,Nacho,Christopher Lenz,Kingsley Ehizibue,Sacha Boey,Mihailo Ristić,Dennis Appiah,Mathías Olivera
Jacopo Petriccione,MF,Jordan Ferri,Pedro Chirivella,Matteo Ricci,Victorien Angban,Pasquale Schiattarella,Nampalys Mendy,Ashley Westwood,Moreto Cassamã,João Moutinho,Unai Vencedor Paris
Përparim Hetemaj,MF,Xavier Chavalerin,Oier Sanjurjo,Manuel Prietl,James McArthur,Albin Ekdal,Conor Gallagher,Carlos Gruezo,Tobias Strobl,Charles Aránguiz,Jaime Seoane
Riccardo Marchizza,FB,Antonio Barragán,George Baldock,Adam Marušić,Sead Kolašinac,Ryan Bertrand,Bastian Oczipka,Mitchel Bakker,Aarón Martín,Mario Gaspar,Joseba Zaldúa
José Luis Palomino,CB,Daniele Rugani,Ethan Ampadu,Mason Holgate,Lisandro Magallán,Amos Pieper,Koffi Djidji,Edoardo Goldaniga,Danilo Larangeira,Tuta,Roger Ibanez
Samir Santos,CB,Nikola Milenković,John Brooks,Diego Godín,Armando Izzo,Lukas Klostermann,Nacho,Marvin Friedrich,Milan Škriniar,Jorge Pulido,Wesley Fofana
Mattias Svanberg,MF,Davy Klaassen,Weston McKennie,Giacomo Bonaventura,Gaetano Castrovilli,Marcel Sabitzer,Edu Expósito,Gylfi Sigurðsson,Federico Valverde,Christoph Baumgartner,Antonín Barák
Koffi Djidji,CB,Mason Holgate,Ethan Ampadu,Jeffrey Gouweleeuw,Tuta,Ben White,Dylan Bronn,Fikayo Tomori,Jordan Torunarigha,Marin Pongračić,Jérémy Morel
Felipe Caicedo,FW,Jonathan David,Alexandre Lacazette,Arkadiusz Milik,Antonio Sanabria,Luuk de Jong,Neal Maupay,Eldor Shomurodov,Mama Samba Baldé,Moussa Koné,Kike
Nicolas Nkoulou,CB,Ivan Radovanović,Wout Faes,Vladimir Golemić,Fikayo Tomori,Daniel Congré,Joaquín Fernández,Ciaran Clark,Senou Coulibaly,Yordan Osorio,Jérémy Morel
Alex Meret,GK,Pepe Reina,Walter Benítez,Jean-Louis Leca,Yann Sommer,Mathew Ryan,Marwin Hitz,Wojciech Szczęsny,Jessy Moulin,Steve Mandanda,Marco Sportiello
Riccardo Sottil,AM,Daniel Podence,Rony Lopes,Jeremie Boga,Angelo Fulgini,Adama Traoré,Suso,Gonçalo Guedes,Jeremy Doku,Samuel Chukwueze,Gervinho
Danilo,CB,David Alaba,Emre Can,Marcel Halstenberg,Mario Hermoso,Óscar Mingueza,Bryan Cristante,Alessandro Bastoni,Niklas Süle,Francesco Acerbi,César Azpilicueta
Danilo,FB,Elseid Hysaj,Hamari Traoré,Alex Sandro,Youssouf Sabaly,Hassane Kamara,Junior Sambia,Djibril Sidibé,Benjamin Pavard,Benjamin Mendy,Patrick van Aanholt
Sebastien De Maio,CB,Keven Schlotterbeck,Sebastiaan Bornauw,Cristián Zapata,John Egan,Mattia Bani,Paweł Dawidowicz,Lorenzo Tonelli,Daniel Congré,Davinson Sánchez,Omar Colley
Giulio Maggiore,MF,Brais Méndez,Juraj Kucka,Weston McKennie,Gaetano Castrovilli,Elvis Rexhbeçaj,Suat Serdar,Nahitan Nández,Arturo Vidal,Davy Klaassen,Xaver Schlager
Simone Zaza,FW,Kevin Lasagna,Rafa Mir,Tammy Abraham,Arkadiusz Milik,Luuk de Jong,Gianluca Lapadula,Jhon Córdoba,Dominic Calvert-Lewin,Dušan Vlahović,Chris Wood
Nahitan Nández,FB,Marius Wolf,Alfonso Pedraza,Arkadiusz Reca,Pervis Estupiñán,Yannick Carrasco,Ridle Baku,José Luis Gayà,Silas Wamangituka,Solly March,Pol Lirola
Nahitan Nández,MF,Gaetano Castrovilli,Miha Zajc,Edu Expósito,Hernani,Giulio Maggiore,Roque Mesa,John McGinn,Brais Méndez,Juraj Kucka,Nicolò Barella
Nahitan Nández,AM,Marc Cucurella,Daniel Caligiuri,Aitor Ruibal,Miguel Almirón,Ridle Baku,Jean-Paul Boëtius,Rubén Rochina,Manu Trigueros,Dwight McNeil,Josh Brownhill
Tolgay Arslan,MF,Mario Lemina,Karol Linetty,Raúl Guti,Fran Beltrán,Yvan Neyou,Pape Matar Sarr,Yves Bissouma,Marko Rog,Soualiho Meïté,Eduardo Camavinga
Graziano Pellè,FW,Andreas Cornelius,Bas Dost,Aleksandar Mitrović,Andrea Petagna,Sasa Kalajdzic,Rodrigo Palacio,Iñaki Williams,Burak Yılmaz,Jorge Molina,Ludovic Ajorque
Francesco Cassata,FB,Alejandro Pozo Pozo,Nacho,Jamal Lewis,Fabio Depaoli,Lorenzo Venuti,Johan Mojica,Mitchell Dijks,George Baldock,Gabriele Zappa,Sacha Boey
Matteo Darmian,FB,Luke Thomas,Daniel Wass,Ezgjan Alioski,Timothy Castagne,Nacho Monreal,Séamus Coleman,Sergio Reguilón,Theodor Gebre Selassie,Mario Gaspar,Marvin Zeegelaar
Federico Dimarco,CB,Bryan Cristante,Rafael Tolói,Emre Can,David Alaba,Marcel Halstenberg,Niklas Süle,Berat Djimsiti,Sergio Ramos,Gianluca Mancini,Willi Orban
Federico Dimarco,FB,Trent Alexander-Arnold,Angeliño,Cristiano Biraghi,Jonathan Clauss,Raphaël Guerreiro,Darko Lazović,Jordi Alba,Leonardo Spinazzola,Ben Chilwell,Andrew Robertson
Christian Eriksen,MF,Sergio Canales,Jordan Veretout,Nadiem Amiri,Piotr Zieliński,Luis Alberto,Kevin De Bruyne,Houssem Aouar,İlkay Gündoğan,David Silva,Florent Mollet
Christian Eriksen,AM,Ross Barkley,Sergio Canales,Filip Đuričić,Vincenzo Grifo,Farid Boulaya,Angelo Fulgini,James Rodríguez,Roberto Insigne,Papu Gómez,Federico Bernardeschi
Lorenzo Venuti,FB,Pedro Pereira,Nacho,Ryan Bertrand,Rick Karsdorp,Jérôme Roussillon,George Baldock,Jens Stryger Larsen,Marvin Plattenhardt,Kenny Lala,Jamal Lewis
Remo Freuler,MF,Koke,Ander Herrera,Dani Ceballos,Mahmoud Dahoud,Rodrigo Bentancur,Tanguy Ndombele,Manuel Locatelli,Thiago Alcántara,Óliver Torres,Kevin Kampl
Sebastiano Luperto,CB,Unai García,Dylan Bronn,Andrea Masiello,Fali,Joseph Aidoo,Jérémy Morel,Dominique Heintz,Timothée Kolodziejczak,Simone Iacoponi,Mason Holgate
Lucas Paquetá,MF,Kerem Demirbay,Mason Mount,Lorenzo Pellegrini,Christoph Baumgartner,Téji Savanier,Kevin De Bruyne,Luis Alberto,Jude Bellingham,Houssem Aouar,Nicolò Barella
Lucas Paquetá,AM,Lars Stindl,Lorenzo Pellegrini,Dani Olmo,Mason Mount,Henrikh Mkhitaryan,Jack Harrison,Christopher Nkunku,Christoph Baumgartner,Bruno Fernandes,Marco Reus
Roberto Soriano,MF,Giacomo Bonaventura,Houssem Aouar,Nadiem Amiri,Piotr Zieliński,Alexis Claude-Maurice,Antonín Barák,Jordan Veretout,Lorenzo Pellegrini,Florian Wirtz,Sergio Canales
Roberto Soriano,AM,Matheus Pereira,Antonín Barák,Gaël Kakuta,Manu Trigueros,Franck Honorat,Stuart Armstrong,Dani Olmo,Sergio Canales,Emile Smith-Rowe,Cristian Tello
Cristiano Biraghi,FB,Ashley Young,Federico Dimarco,Christian Günter,Darko Lazović,Leonardo Spinazzola,Angeliño,Trent Alexander-Arnold,Jonathan Clauss,Pavel Kadeřábek,Bruno Peres
Rick Karsdorp,FB,Lorenzo Venuti,Sead Kolašinac,Alessandro Florenzi,Christian Günter,José Luis Gayà,Pedro Pereira,Adam Marušić,Riccardo Marchizza,Jeremy Toljan,Andoni Gorosabel
Vanja Milinković-Savić,GK,Benjamin Lecomte,Robin Zentner,Wojciech Szczęsny,Jiří Pavlenka,Jordan Pickford,Sergio Asenjo,Dean Henderson,Pepe Reina,Pau López,Steve Mandanda
Juan Musso,GK,Alessio Cragno,Alphonse Areola,Illan Meslier,Sergio Asenjo,Roman Bürki,Hugo Lloris,Andrés Fernández,Emil Audero,Keylor Navas,Emiliano Martínez
Ahmad Benali,MF,Valon Berisha,Joan Jordán,Manu Trigueros,Roque Mesa,Sebastian Rudy,Nahitan Nández,Imran Louza,Mateusz Klich,Eduardo Camavinga,Habib Maïga
Cristian Romero,CB,Gleison Bremer,Diego Llorente,Vlad Chiricheș,Roger Ibanez,Óscar Mingueza,Mats Hummels,Martin Hinteregger,Armando Izzo,Obite N'Dicka,Gianluca Mancini
Marash Kumbulla,CB,Stefan de Vrij,Pedro Mendes,Martin Erlic,Diego Llorente,Yunis Abdelhamid,Paul Baysse,Samir Santos,Jorge Pulido,Manuel Gulde,Duje Ćaleta-Car
M'Bala Nzola,FW,Danny Welbeck,Stefano Okaka,Krzysztof Piątek,Kike,Luuk de Jong,Matěj Vydra,Eldor Shomurodov,Irvin Cardona,Jonathan David,Jhon Córdoba
Igor,CB,Makoto Hasebe,Tuta,Jonathan Gradit,Kalidou Koulibaly,Dominique Heintz,Luiz Felipe,Marlon,Presnel Kimpembe,Niklas Moisander,Ștefan Radu
Patrick Cutrone,FW,Stéphane Bahoken,Pierre-Emerick Aubameyang,Giovanni Simeone,Jonathan David,Kevin Lasagna,Krzysztof Piątek,Jhon Córdoba,Simone Zaza,Fabio Quagliarella,Dušan Vlahović
Piotr Zieliński,MF,Houssem Aouar,Sergio Canales,Nadiem Amiri,Florian Wirtz,David Silva,Bernardo Silva,Alexis Claude-Maurice,Florent Mollet,Seko Fofana,Rodrigo De Paul
Piotr Zieliński,AM,Papu Gómez,Sergio Canales,Marco Asensio,Dimitri Payet,Diego Farias,Pedro Neto,Suso,Willian,Ross Barkley,Angelo Fulgini
Simon Sohm,MF,Niccolò Zanellato,Georginio Wijnaldum,Khéphren Thuram-Ulie,Toma Bašić,Fran Beltrán,Tomás Rincón,Jasmin Kurtić,Andrés Guardado,William Carvalho,Lukas Lerager
Hirving Lozano,AM,Christian Pulisic,Diogo Jota,Serge Gnabry,Amine Gouiri,Sadio Mané,Leroy Sané,Henrikh Mkhitaryan,Ante Rebić,Tino Kadewere,Christopher Nkunku
Manuel Locatelli,MF,Remo Freuler,Florian Grillitsch,Franck Kessié,Koke,Marcelo Brozović,Ander Herrera,Xeka,Rodri,Youri Tielemans,Thiago Alcántara
Carles Pérez,AM,Pedro,Filip Đuričić,Christian Pulisic,Brahim Díaz,Nabil Fekir,Vinicius Júnior,Dejan Kulusevski,Armand Lauriente,Leroy Sané,Kingsley Coman
Jeremy Toljan,FB,Mitchel Bakker,Colin Dagba,Riccardo Marchizza,Mario Gaspar,Séamus Coleman,Adam Marušić,George Baldock,Pedro Pereira,Alessandro Florenzi,Dani Carvajal
Aleksei Miranchuk,AM,Serge Gnabry,Phil Foden,Ruslan Malinovskyi,Kingsley Coman,Riyad Mahrez,Jack Grealish,Ousmane Dembélé,Leroy Sané,Lorenzo Insigne,Neymar
Davide Faraoni,FB,Erik Durm,Diogo Dalot,Nordi Mukiele,Ben Chilwell,Mathieu Debuchy,Riccardo Gagliolo,Maxwel Cornet,Robin Gosens,Conor Townsend,Nahuel Molina
Miguel Veloso,MF,Thomas Mangani,Maximilian Eggestein,Oriol Romeu,Bryan Cristante,Sandro Tonali,Erick Pulgar,Lukas Lerager,Pasquale Schiattarella,Boubacar Kamara,Ander Guevara
Łukasz Skorupski,GK,Gregor Kobel,Jonas Omlin,Édgar Badía,Alessio Cragno,Gautier Larsonneur,Illan Meslier,Gianluigi Donnarumma,Emil Audero,Juan Musso,Jaume Doménech
Marco Sportiello,GK,Joel Robles,Ivan Provedel,Wojciech Szczęsny,Álex Remiro,Alex Meret,Kevin Trapp,Antonio Mirante,Ralf Fährmann,Pierluigi Gollini,Andrea Consigli
Mattia Caldara,CB,Rodrigo Becão,Daniele Rugani,Éder Militão,Simon Kjær,Ben Godfrey,Diego Llorente,Cristian Romero,Mattia Bani,Paweł Dawidowicz,Vlad Chiricheș
Riccardo Calafiori,FB,Thomas Delaine,Rubén Peña,Luke Thomas,Davide Zappacosta,Matteo Darmian,Erik Durm,Adam Marušić,Marvin Zeegelaar,George Baldock,Ivan Perišić
Mattia De Sciglio,FB,Jorge Miramón,Thomas Foket,Andrea Conti,Rafa Soares,Reinildo Mandava,Vincent Le Goff,Souleyman Doumbia,Anthony Caci,Sofiane Alakouch,Wendell
Giuseppe Cuomo,CB,Jonathan Panzo,Sebastian Walukiewicz,Fikayo Tomori,Luca Marrone,Tuta,Wout Faes,Presnel Kimpembe,Dominique Heintz,Claudio Terzi,Senou Coulibaly
Luca Cigarini,MF,Unai López,Sandro Tonali,Gastón Brugman,João Moutinho,Rúben Neves,Thiago Mendes,Daniel Parejo,Thomas Mangani,Fred,Matteo Ricci
Julian Chabot,CB,Ozan Kabak,Diego Godín,Roger Ibanez,Yunis Abdelhamid,Éder Militão,Rodrigo Becão,Diego Llorente,Amos Pieper,Ben Godfrey,Takehiro Tomiyasu
Valentin Eysseric,MF,Brais Méndez,Antonín Barák,Christoph Baumgartner,Nahitan Nández,Alexis Claude-Maurice,Giacomo Bonaventura,Giulio Maggiore,Gaetano Castrovilli,Lorenzo Pellegrini,Roberto Gagliardini
Cristian Dell'Orco,FB,Antonio Barragán,Charlie Taylor,Riccardo Marchizza,Rafa Soares,Loris Benito,Jorge Miramón,Lucas Olaza,Bastian Oczipka,Rober Correa,Mario Gaspar
Federico Chiesa,FB,Yannick Carrasco,Silas Wamangituka,Filip Kostić,Achraf Hakimi,Lucas Vázquez,Leonardo Spinazzola,Davide Zappacosta,Darko Lazović,Ridle Baku,Jonathan Clauss
Federico Chiesa,AM,Pablo Sarabia,Pedro,Marco Reus,Phil Foden,Leroy Sané,Yannick Carrasco,James Maddison,Serge Gnabry,Henrikh Mkhitaryan,Florian Thauvin
Ilija Nestorovski,FW,Ludovic Ajorque,Sasa Kalajdzic,Alexandre Lacazette,Arkadiusz Milik,Patrick Bamford,Ollie Watkins,Breel Embolo,Steve Mounié,Wout Weghorst,Lucas Höler
Cristián Zapata,CB,Sebastien De Maio,Keven Schlotterbeck,Jeison Murillo,Davinson Sánchez,Daniel Congré,Joakim Nilsson,Luca Ceppitelli,Ben Godfrey,Felipe,Dara O'Shea
Takehiro Tomiyasu,CB,Diego Godín,Marc-Oliver Kempf,Roger Ibanez,Armando Izzo,Obite N'Dicka,Dayot Upamecano,Mario Hermoso,Marvin Friedrich,Edmond Tapsoba,John Brooks
Takehiro Tomiyasu,FB,Ola Aina,Fouad Chafik,Ben Davies,Luca Vignali,Jérôme Hergault,Dan Burn,Loris Benito,Muzinga Ngonda,Ximo Navarro,Cédric Brunner
Andrea Poli,MF,Nicolás Domínguez,Federico Valverde,Pedri,Fred,Gastón Brugman,Franck Kessié,Mahmoud Dahoud,Remo Freuler,Mattias Svanberg,Tanguy Ndombele
Lyanco,CB,Yordan Osorio,Jeffrey Gouweleeuw,Kevin Bonifazi,Wout Faes,Jonathan Panzo,Timothée Kolodziejczak,Loïc Bade,Jérémy Morel,Jordan Torunarigha,Kalidou Koulibaly
Chris Smalling,CB,Dedryck Boyata,Maya Yoshida,Gonzalo Verdú,Éder Militão,Tyrone Mings,Paul Baysse,Adama Soumaoro,Michael Keane,Laurent Koscielny,Diego Carlos
Marko Rog,MF,André Gomes,Eduardo Camavinga,Maxence Caqueret,Youssouf Fofana,Valentin Rongier,Allan,Yvan Neyou,Sofyan Amrabat,N'Golo Kanté,Gonzalo Villar
Stefano Sensi,MF,Mason Mount,Kevin De Bruyne,Nadiem Amiri,Luis Alberto,Nicolò Barella,Houssem Aouar,Lorenzo Pellegrini,İlkay Gündoğan,Bernardo Silva,Kerem Demirbay
Mohamed Fares,FB,Pedro Pereira,Fabio Depaoli,Séamus Coleman,Luke Thomas,Jérôme Roussillon,Sébastien Corchia,Erik Durm,Iago,George Baldock,Sergio Reguilón
Francesco Acerbi,CB,Waldemar Anton,Alessandro Bastoni,Igor Zubeldia,Moussa Niakhate,César Azpilicueta,Marco Friedl,Fabinho,Ștefan Radu,Berat Djimsiti,David Alaba
Pedro Obiang,MF,Douglas Luiz,Christoph Kramer,Boubacar Kamara,Renato Tapia,Wilfred Ndidi,Albin Ekdal,Walace,Morgan Schneiderlin,Guido Rodríguez,Diadie Samassékou
Danilo Cataldi,MF,Maxime Lopez,Miralem Pjanić,Mateo Kovačić,Roque Mesa,Unai López,Ismaël Bennacer,Thiago Alcántara,Youssouf Fofana,Luka Modrić,John Fleck
Ivan Ilić,MF,Andrés Guardado,Khéphren Thuram-Ulie,Kevin Möhwald,Scott McTominay,Mattéo Guendouzi,William Carvalho,Steven Nzonzi,Alfred Duncan,Bryan Cristante,Raúl Guti
Cristian Ansaldi,FB,Pervis Estupiñán,Tariq Lamptey,José Luis Gayà,Juan Cuadrado,Junior Sambia,Borna Sosa,Christian Günter,Jonathan Clauss,Yannick Carrasco,Jérôme Roussillon
Pasquale Schiattarella,MF,Ashley Westwood,Sandro Tonali,Harry Winks,Amadou Diawara,Jacopo Petriccione,Miguel Veloso,Oliver Norwood,Erick Pulgar,João Moutinho,Matteo Ricci
Gonzalo Villar,MF,Ismaël Bennacer,Sofyan Amrabat,Eduardo Camavinga,Koke,Roque Mesa,Mateo Kovačić,André Gomes,Arthur Melo,Marko Rog,Khéphren Thuram-Ulie
Mërgim Vojvoda,FB,Peter Pekarík,Luke Thomas,Ander Capa,Ryan Sessegnon,Oscar Wendt,Enda Stevens,Marvin Zeegelaar,Lorenzo De Silvestri,Birger Meling,Iago
Ashley Young,FB,Cristiano Biraghi,Bruno Peres,Christian Günter,Darko Lazović,Jordi Alba,Manuel Lazzari,Hans Hateboer,Leonardo Spinazzola,Angeliño,Alessandro Florenzi
Nikola Milenković,CB,Samir Santos,Romain Saïss,Jorge Pulido,Willy Boly,Marvin Friedrich,Matthijs de Ligt,David Abraham,Ronald Araújo,Amir Rrahmani,Marquinhos
Amadou Diawara,MF,Moreto Cassamã,Étienne Capoue,Kevin Kampl,Harry Winks,Charles Aránguiz,Pasquale Schiattarella,Gonzalo Villar,Allan,Adrien Silva,Ismaël Bennacer
Ebrima Colley,AM,Samuel Chukwueze,Nicolas Pépé,Lucas Ocampos,Mason Greenwood,Leandro Trossard,José Luis Morales,Amine Gouiri,Carles Pérez,Nathan Redmond,Ferrán Torres
Ernesto Torregrossa,FW,Andrea Belotti,Florian Sotoca,Aleksandar Mitrović,Ihlas Bebou,Ollie Watkins,Kelechi Iheanacho,Musa Barrow,Andy Delort,Gerard Moreno,Michail Antonio
Federico Bonazzoli,FW,Jonathan David,Borja Mayoral,Burak Yılmaz,Robert Lewandowski,Dries Mertens,Ciro Immobile,Ollie Watkins,Kelechi Iheanacho,Timo Werner,Sasa Kalajdzic
Federico Barba,CB,Martín Cáceres,Edoardo Goldaniga,Lisandro Magallán,Francesco Acerbi,Waldemar Anton,Marco Friedl,Miloš Veljković,Laurent Koscielny,Moussa Niakhate,Jerry St. Juste
Federico Barba,FB,Ola Aina,Antonio Barragán,Martin Agirregabiria,Rober Correa,Loris Benito,Yuto Nagatomo,Mikel Balenziaga,Ximo Navarro,Matthew Lowton,Dimitri Foulquier
Fabián Ruiz Peña,MF,Ivan Rakitić,Jordan Veretout,Luka Modrić,Toni Kroos,Curtis Jones,İlkay Gündoğan,Joshua Kimmich,Nadiem Amiri,Florent Mollet,Luis Alberto
Lorenzo Montipò,GK,Bartłomiej Drągowski,Fernando Pacheco,Steve Mandanda,Ivan Provedel,Rubén Blanco,Kevin Trapp,Vicente Guaita,Aaron Ramsdale,Alex McCarthy,Mathew Ryan
Luca Vignali,FB,Vincent Manceau,Loris Benito,Reinildo Mandava,Yuto Nagatomo,Ben Davies,Vincent Le Goff,Hiroki Sakai,Thomas Foket,Takehiro Tomiyasu,Anthony Caci
Matteo Gabbia,CB,Liam Cooper,Eric Dier,Rob Holding,Diego Carlos,Kostas Manolas,Yerry Mina,Antonio Rüdiger,Ozan Kabak,Alessio Romagnoli,José María Giménez
Vlad Chiricheș,CB,Óscar Mingueza,Roger Ibanez,Obite N'Dicka,Francesco Acerbi,Dayot Upamecano,Éder Militão,Edmond Tapsoba,Marc-Oliver Kempf,Emre Can,Takehiro Tomiyasu
