Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Marcel Halstenberg,CB,Bryan Cristante,Emre Can,David Alaba,Niklas Süle,Berat Djimsiti,César Azpilicueta,Alessandro Bastoni,Sergio Ramos,Rafael Tolói,Jules Koundé
Marcel Halstenberg,FB,Alex Sandro,Giovanni Di Lorenzo,Oleksandr Zinchenko,Yuri Berchiche,Danilo,Thomas Meunier,Mário Rui,Lucas Hernández,Andrew Robertson,Benjamin Pavard
Manuel Prietl,MF,Jens Jønsson,Albin Ekdal,Valon Behrami,Luka Milivojević,Carlos Gruezo,Renato Tapia,Përparim Hetemaj,Adrián Cubas,Isaac Hayden,Douglas Luiz
Jerry St. Juste,CB,Maxence Lacroix,Paweł Dawidowicz,Roger Ibanez,Wesley Fofana,Marvin Friedrich,Andrei Girotto,Armando Izzo,Niklas Stark,Ozan Kabak,Stefan Posch
Amadou Haidara,FB,Robin Gosens,Theo Hernández,João Cancelo,Ridle Baku,Reece James,Filip Kostić,Achraf Hakimi,Lucas Vázquez,Alfonso Pedraza,Ben Chilwell
Amadou Haidara,MF,Jude Bellingham,Sergej Milinković-Savić,Lucas Paquetá,Téji Savanier,Mikel Merino,Leon Goretzka,Christoph Baumgartner,Antonín Barák,Mason Mount,Lorenzo Pellegrini
Amadou Haidara,AM,Antonín Barák,Sofiane Diop,Rubén Rochina,Ridle Baku,Roberto Soriano,Álex Berenguer,Romain Faivre,Lorenzo Pellegrini,Jean-Paul Boëtius,Mikkel Damsgaard
Grischa Prömel,MF,Rolando Mandragora,John Lundstram,Josh Brownhill,Lucas Torró,Mauro Arambarri,Jaime Seoane,Abdoulaye Doucouré,Maximilian Eggestein,Morten Thorsby,Imran Louza
Lukas Klünter,CB,Dylan Bronn,Ben White,Dominique Heintz,Jérémy Morel,Andrea Masiello,Domenico Criscito,Sebastiano Luperto,Mason Holgate,Fali,Simone Iacoponi
Kasim Nuhu,CB,Matthias Ginter,Gian Marco Ferrari,Leonardo Bonucci,Stefan Posch,David Luiz,Unai Núñez,Francesco Acerbi,Anaitz Arbilla,Jules Koundé,Wesley Fofana
Florian Kainz,AM,Roberto Soriano,Fabián Orellana,Antonio Candreva,Vincenzo Grifo,Matheus Pereira,David Ferreiro,Jon Morcillo,Roberto Torres,Franck Honorat,Gaël Kakuta
Gonçalo Paciência,FW,Kike,Jonathan Calleri,Enes Ünal,Mama Samba Baldé,Lois Diony,Jaime Mata,Ángel Rodríguez,Sergi Guardiola,Iñaki Williams,Anthony Lozano
Pascal Stenzel,CB,Tuta,Marco Friedl,Kalidou Koulibaly,Luiz Felipe,Ben White,Fabinho,Koffi Djidji,Ștefan Radu,Dominique Heintz,Patric
Emil Forsberg,FW,Franck Ribéry,Iago Aspas,Alassane Pléa,Roberto Firmino,Ángel Correa,Dries Mertens,Paulo Dybala,Wissam Ben Yedder,Joaquín Correa,Musa Barrow
Emil Forsberg,AM,Filip Đuričić,Son Heung-min,Carles Pérez,Pedro,Mohamed Salah,Marco Reus,Ángel Correa,Daichi Kamada,Roberto Insigne,Musa Barrow
Makoto Hasebe,CB,Patric,Kalidou Koulibaly,Fabinho,Domenico Criscito,Jonathan Gradit,Luiz Felipe,Tuta,Presnel Kimpembe,Dominique Heintz,Ștefan Radu
Makoto Hasebe,MF,Martín Zubimendi,Fabinho,Nemanja Gudelj,Iván Marcone,Morgan Schneiderlin,Granit Xhaka,Lucas Leiva,Pedro Mosquera,Nemanja Matić,Dani García
Kilian Ludewig,FB,Mitchell Dijks,Sacha Boey,Jamal Lewis,Alejandro Pozo Pozo,Fabio Depaoli,Anthony Caci,Damián Suárez,Ronaël Pierre-Gabriel,Javi Galán,Jordan Lotomba
Pierre Kunde,MF,Jonjo Shelvey,Jasmin Kurtić,Toma Bašić,Pasquale Schiattarella,Carlos Soler,Ángel Montoro,Unai López,Abdoulaye Touré,Bryan Cristante,Andrés Guardado
Roman Bürki,GK,Marwin Hitz,Juan Musso,Marc-André ter Stegen,Gianluigi Donnarumma,Sergio Asenjo,Alphonse Areola,Edouard Mendy,David de Gea,Kasper Schmeichel,Illan Meslier
Jhon Córdoba,FW,Kevin Lasagna,Matěj Vydra,Dušan Vlahović,Jonathan David,Giovanni Simeone,Simone Zaza,Terem Moffi,Alexandre Lacazette,Danny Welbeck,Hwang Ui-jo
Jorge Meré,CB,Julien Laporte,Víctor Ruiz,Pablo Insua,Robin Knoche,Ivan Radovanović,Wesley Hoedt,Luca Ceppitelli,Eric Bailly,Vladimir Golemić,Bram Nuytinck
Ludwig Augustinsson,FB,Lucas Digne,Vladimír Coufal,Matt Doherty,Daniel Brosinski,Mario Gaspar,Timothy Castagne,Christopher Lenz,Serge Aurier,Danny da Costa,Luke Thomas
Ismail Jakobs,FB,Erik Durm,Mohamed Fares,Ivan Perišić,Marius Wolf,Pedro Pereira,Matteo Darmian,Jérôme Roussillon,Davide Zappacosta,Silas Wamangituka,Sergio Reguilón
Ismail Jakobs,AM,Allan Nyom,Marc Cucurella,Óscar Plano,Josh Brownhill,Yunus Musah,Bobby Reid,Rubén García,Salvi,Renaud Ripart,Tete Morente
Julian Brandt,MF,Bernardo Silva,Lorenzo Pellegrini,Florian Wirtz,Houssem Aouar,Mason Mount,Luis Alberto,Nadiem Amiri,Sergio Canales,David Silva,Kevin De Bruyne
Julian Brandt,AM,Thorgan Hazard,Gio Reyna,Mason Mount,Gelson Martins,Gaël Kakuta,Jonathan Bamba,Ademola Lookman,Nathan Redmond,Alexis Saelemaekers,Rodrygo
Aymen Barkok,AM,Lorenzo Pellegrini,Jack Harrison,Gaël Kakuta,Mikkel Damsgaard,Jonas Hofmann,Álex Berenguer,Lucas Moura,Renato Steffen,Ridle Baku,Jorge de Frutos
Mark Uth,FW,Ondrej Duda,Junior Messias,Jordan Ayew,Joelinton,Josh Sargent,Wilfried Zaha,Richarlison,Romain Hamouma,Eldor Shomurodov,David McGoldrick
Mark Uth,AM,Eric Junior Dina Ebimbe,Mathieu Cafaro,Theo Walcott,Fabián Orellana,Ritsu Doan,Pablo Fornals,Nathanael Mbuku,Miguel Almirón,Samu Castillejo,Rony Lopes
Christian Gentner,MF,Grischa Prömel,Maximilian Eggestein,Oier Sanjurjo,Rolando Mandragora,Lukas Lerager,Xaver Schlager,Adrien Tameze,Imran Louza,Yangel Herrera,John Lundstram
Ihlas Bebou,FW,Álvaro Morata,Amine Gouiri,Gerard Moreno,Wissam Ben Yedder,Antoine Griezmann,Ángel Correa,Gabriel Jesus,Anthony Martial,Breel Embolo,Timo Werner
Orel Mangala,MF,Roberto Pereyra,Edu Expósito,Mattéo Guendouzi,Franck Kessié,Suat Serdar,Alfred Duncan,Mikel Rico,John McGinn,Soualiho Meïté,Miha Zajc
Miloš Veljković,CB,Danilo Larangeira,Federico Fernández,Néstor Araujo,Ben Godfrey,Issa Diop,Víctor Laguardia,Ivan Radovanović,Jordan Torunarigha,Luca Ceppitelli,Jan Bednarek
Kevin Möhwald,MF,Ivan Ilić,Pape Matar Sarr,Jean-Eudes Aholou,Mickael Malsa,Raúl Guti,Mario Lemina,Uroš Račić,Toma Bašić,Yannick Cahuzac,Scott McTominay
Alexander Hack,CB,Diego Godín,Yeray Álvarez,Ohis Felix Uduokhai,Armando Izzo,Jeffrey Gouweleeuw,John Brooks,Amos Pieper,Ozan Kabak,Joachim Andersen,Ethan Ampadu
Emre Can,CB,Bryan Cristante,Marcel Halstenberg,Óscar Mingueza,César Azpilicueta,David Alaba,Rafael Tolói,Gianluca Mancini,Niklas Süle,Berat Djimsiti,Mario Hermoso
Emre Can,MF,Scott McTominay,Bryan Cristante,Florian Grillitsch,Wataru Endo,Fernandinho,Axel Witsel,Thomas Partey,Manuel Locatelli,Miguel Veloso,Koke
Frederik Rønnow,GK,Mattia Perin,Álvaro Fernández,Thomas Strakosha,Alexander Schwolow,Jonas Omlin,Gautier Larsonneur,Salvatore Sirigu,Gregor Kobel,Édgar Badía,Yann Sommer
Edmond Tapsoba,CB,Dayot Upamecano,Roger Ibanez,Kalidou Koulibaly,Sven Bender,Stefan Posch,Facundo Medina,Wesley Fofana,Tuta,Jean-Kevin Duverne,Diego Godín
Daniel Brosinski,FB,Aaron Cresswell,Ludwig Augustinsson,Kenny Lala,Vladimír Coufal,Lucas Olaza,Nacho,Cédric Soares,Kieran Tierney,Marvin Plattenhardt,Borna Sosa
Josh Sargent,FW,Joelinton,Eldor Shomurodov,Jay Rodriguez,Sergi Guardiola,Oliver McBurnie,Lucas Boyé,Richarlison,Oliver Burke,Fabian Klos,Lucas Höler
Josh Sargent,AM,Édgar Méndez,Bobby Reid,Trézéguet,Renaud Ripart,Niclas Eliasson,Theo Walcott,Jakub Jankto,Antonio Puertas,Antonín Barák,Robin Quaison
Sebastian Griesbeck,MF,Valon Behrami,Sergio Álvarez,Yan Brice Eteki,Fede San Emeterio,Artur Ioniță,Rani Khedira,Jack Cork,Rodrigo Battaglia,Përparim Hetemaj,Carlos Gruezo
Timothy Fosu-Mensah,FB,Hassane Kamara,Hamari Traoré,Benjamin Pavard,Luke Ayling,Dani Carvajal,Layvin Kurzawa,Alex Sandro,Giorgos Kiriakopoulos,Danilo,Mert Müldür
Niklas Stark,CB,Rodrigo Becão,Paweł Dawidowicz,Ben White,Andrei Girotto,Daniel Congré,Ozan Kabak,Federico Ceccherini,Samir Santos,Keven Schlotterbeck,Ben Godfrey
Niklas Stark,MF,Marshall Munetsi,Dani García,Tomás Pina Isla,Iván Marcone,Rodrigo Battaglia,Thomas Delaney,Pedro Mosquera,Renato Tapia,Sergio Álvarez,Rani Khedira
Marius Bülter,AM,Yunus Musah,Édgar Méndez,Antonio Puertas,Renaud Ripart,Bobby Reid,Allan Nyom,Takashi Inui,Luis Rioja,Óscar Plano,Tete Morente
Arne Maier,MF,John Fleck,Sandro Tonali,Roque Mesa,Răzvan Marin,Edu Expósito,Miha Zajc,Adrien Tameze,John Lundstram,Nahitan Nández,Saša Lukić
Nordi Mukiele,CB,Martin Hinteregger,Rafael Tolói,Emre Can,Obite N'Dicka,César Azpilicueta,Bryan Cristante,Willi Orban,Gianluca Mancini,Marvin Friedrich,Berat Djimsiti
Nordi Mukiele,FB,Ben Chilwell,Zeki Çelik,Layvin Kurzawa,Maxwel Cornet,Davide Faraoni,Hugo Mallo,Ezgjan Alioski,James Justin,Mathieu Debuchy,Reece James
Benno Schmitz,FB,Christopher Lenz,Dennis Appiah,Emerson,César Azpilicueta,Lucas Digne,Fábio,Carlos Clerc,Vladimír Coufal,Matt Targett,Mario Gaspar
Lukáš Hrádecký,GK,Koen Casteels,Oliver Baumann,Alisson,Anthony Lopes,Gianluigi Donnarumma,Péter Gulácsi,Andrea Consigli,Bernd Leno,Pau López,Marc-André ter Stegen
Dani Olmo,MF,Lorenzo Pellegrini,Kevin De Bruyne,Lucas Paquetá,Mason Mount,Houssem Aouar,Kerem Demirbay,David Silva,Florian Wirtz,Christoph Baumgartner,Alexis Claude-Maurice
Dani Olmo,AM,Daichi Kamada,Bruno Fernandes,Lars Stindl,Lorenzo Pellegrini,Domenico Berardi,Marco Reus,Henrikh Mkhitaryan,Hakim Ziyech,Filip Đuričić,Mason Mount
Moussa Diaby,AM,Leon Bailey,Kylian Mbappé,Pedro,Son Heung-min,Timo Werner,Raheem Sterling,Armand Lauriente,Gianluca Caprari,Carles Pérez,Marcus Rashford
Borna Sosa,FB,Kieran Tierney,Pavel Kadeřábek,Andrew Robertson,Leo Dubois,Jesús Navas,Luke Shaw,Cristian Ansaldi,Leonardo Spinazzola,Daniel Brosinski,Angeliño
Rafael Czichos,CB,Robin Knoche,Yunis Abdelhamid,Liam Cooper,Joseph Aidoo,Julien Laporte,Nicolas Pallois,Jean-Charles Castelletto,Maxence Lacroix,Niklas Moisander,Steven Fortes
Filip Kostić,FB,Achraf Hakimi,Yannick Carrasco,Angeliño,Lucas Vázquez,Ridle Baku,Silas Wamangituka,Jonathan Clauss,Theo Hernández,Solly March,Robin Gosens
Suat Serdar,MF,Mikel Rico,Juraj Kucka,Giulio Maggiore,John McGinn,Edu Expósito,Miha Zajc,Gaetano Castrovilli,Xaver Schlager,Conor Gallagher,Elvis Rexhbeçaj
Timothy Chandler,FB,Hans Hateboer,Ivan Perišić,Darko Lazović,Jens Stryger Larsen,Alessandro Florenzi,Daniel Wass,Marius Wolf,Nacho Monreal,Jonathan Schmid,Marcos Alonso
Sebastian Andersson,FW,Dominic Calvert-Lewin,Rafa Mir,Chris Wood,Jonathan Calleri,Roberto Soldado,Luuk de Jong,Leonardo Pavoletti,Jaime Mata,Kike,Ante Budimir
Admir Mehmedi,AM,Bersant Celina,Julian Brandt,Fabián Orellana,Martin Ødegaard,Alexis Saelemaekers,Gaël Kakuta,Manu Trigueros,Willian,Thorgan Hazard,Nabil Fekir
Oscar Wendt,FB,Peter Pekarík,Lorenzo De Silvestri,Iago,Luke Thomas,Daniel Wass,Jonathan Schmid,Juan Miranda,Jens Stryger Larsen,Charalambos Lykogiannis,Ander Capa
Steven Zuber,FB,Achraf Hakimi,Lucas Vázquez,Yannick Carrasco,Filip Kostić,Darko Lazović,Leonardo Spinazzola,Silas Wamangituka,Angeliño,Theo Hernández,Raphaël Guerreiro
Marvin Friedrich,CB,Obite N'Dicka,Armando Izzo,Martin Hinteregger,Moussa Niakhate,Samir Santos,Rafael Tolói,Gianluca Mancini,Takehiro Tomiyasu,Marquinhos,John Brooks
Can Bozdogan,AM,Tete Morente,Yunus Musah,Andros Townsend,Jean-Paul Boëtius,Óscar Plano,Daniel Caligiuri,Theo Walcott,Dwight McNeil,Marc Cucurella,Allan Nyom
Kevin Kampl,MF,Daniel Parejo,Ismaël Bennacer,João Moutinho,Koke,Leandro Paredes,Marcelo Brozović,Sergio Busquets,Remo Freuler,Youssouf Fofana,Gastón Brugman
Mathew Leckie,AM,Marc Cucurella,Josh Brownhill,Renaud Ripart,Óscar Plano,Daniel Caligiuri,Allan Nyom,Rubén García,Ridle Baku,Mikkel Damsgaard,Aitor Ruibal
Omar Alderete,CB,Rob Holding,Ohis Felix Uduokhai,Ozan Kabak,Jean-Kevin Duverne,Davinson Sánchez,Timothée Kolodziejczak,Keven Schlotterbeck,Ömer Toprak,Dimitris Siovas,Marc Bartra
Christopher Lenz,FB,Dennis Appiah,Maximilian Mittelstädt,Paulo Otávio,Mihailo Ristić,Vladimír Coufal,Mario Gaspar,Stefan Lainer,Ezgjan Alioski,Serge Aurier,Nacho
Alassane Pléa,FW,Wissam Ben Yedder,Dries Mertens,Timo Werner,João Félix,Musa Barrow,Paulo Dybala,Joaquín Correa,Ciro Immobile,Iago Aspas,Gerard Moreno
Péter Gulácsi,GK,Marc-André ter Stegen,Benjamin Lecomte,Manuel Neuer,Álex Remiro,Oliver Baumann,Alisson,Antonio Mirante,Andrea Consigli,Lukáš Hrádecký,Wojciech Szczęsny
Jonathan Tah,CB,Çağlar Söyüncü,Sven Botman,Kalidou Koulibaly,Waldemar Anton,Rob Holding,Dayot Upamecano,Niklas Moisander,Nikola Maksimović,Robin Knoche,Koray Günter
Hannes Wolf,AM,Samu Castillejo,Nathanael Mbuku,Sofiane Diop,Alexis Saelemaekers,Ander Barrenetxea,Fabián Orellana,Daniel James,Theo Walcott,Pablo Fornals,Ritsu Doan
Maximilian Eggestein,MF,Alfred Duncan,Miguel Veloso,Lukas Lerager,Ángel Montoro,Grischa Prömel,Erick Pulgar,John Lundstram,James Ward-Prowse,Mattéo Guendouzi,Sandro Tonali
Karim Bellarabi,AM,Yannick Carrasco,Serge Gnabry,Florian Thauvin,Carles Pérez,Pedro,Nicola Sansone,Phil Foden,Federico Chiesa,Hamed Junior Traorè,Raphael Dias Belloli
Roland Sallai,AM,Richarlison,Gaëtan Laborde,Anwar El Ghazi,Pierre-Emerick Aubameyang,João Pedro,Munir El Haddadi,José Luis Morales,Harvey Barnes,Ferrán Torres,Yoane Wissa
Jacob Barrett Laursen,FB,Raphael Framberger,Charlie Taylor,Yuto Nagatomo,Isaac Carcelen,Aarón Martín,Alfonso Espino,Cédric Brunner,Ximo Navarro,Dimitri Foulquier,Matty Cash
Stefan Ortega,GK,Rafał Gikiewicz,Jordan Pickford,Kevin Trapp,Koen Casteels,Iván Villar,Sam Johnstone,Alban Lafont,Predrag Rajković,Sergio Herrera,Florian Müller
Wataru Endo,MF,Habib Maïga,Aurélien Tchouaméni,Mahdi Camara,Dominik Kohr,Pape Gueye,Gastón Brugman,Mikel Vesga,Benjamin André,Koke,Florian Grillitsch
Peter Pekarík,FB,Oscar Wendt,Lorenzo De Silvestri,Daniel Wass,Jonathan Schmid,Jens Stryger Larsen,Luke Thomas,Ander Capa,Iago,Charalambos Lykogiannis,Marvin Zeegelaar
Konrad Laimer,MF,Sebastian Rudy,Yacine Adli,Kevin Strootman,Maxence Caqueret,Dani Ceballos,Rafinha,Marco Verratti,Óliver Torres,Kerem Demirbay,Remo Freuler
Jonas Hector,MF,Yangel Herrera,Davy Klaassen,Weston McKennie,Juraj Kucka,Brais Méndez,Elvis Rexhbeçaj,Giulio Maggiore,Morten Thorsby,Mikel Merino,Rolando Mandragora
Ellyes Skhiri,MF,Julian Baumgartlinger,Mahdi Camara,Marco Parolo,Nicolas Höfler,Pape Gueye,Thomas Delaney,Albin Ekdal,Casemiro,Lamine Fomba,Guido Rodríguez
Lucas Hernández,CB,César Azpilicueta,Marcel Halstenberg,Emre Can,Bryan Cristante,Rafael Tolói,Berat Djimsiti,Stefan Posch,Óscar Mingueza,David Alaba,Niklas Süle
Lucas Hernández,FB,César Azpilicueta,Serge Aurier,Adrien Truffert,James Justin,Diogo Dalot,Luke Ayling,Timothy Castagne,Thomas Meunier,Romain Perraud,Marcos Acuña
Vedad Ibišević,FW,Darío Benedetto,Florian Niederlechner,Chris Wood,Asier Villalibre,Willian José,Dominic Calvert-Lewin,João Pedro,Pierre-Emerick Aubameyang,Krzysztof Piątek,Tammy Abraham
Wout Weghorst,FW,Sasa Kalajdzic,Patrik Schick,André Silva,Jamie Vardy,Fabio Quagliarella,Luis Suárez,Kevin Volland,Burak Yılmaz,Tammy Abraham,Edin Džeko
Lars Bender,FB,Davide Calabria,Lucas Hernández,Wendell,Luke Ayling,Adrien Truffert,Mihailo Ristić,Aaron Wan-Bissaka,César Azpilicueta,Benjamin Mendy,Jorge Miramón
Marek Suchý,CB,Stefan Savić,Pablo Marí,Conor Coady,Pablo Insua,Robson Bambu,Erick Cabaco,Ivan Radovanović,Rúben Vezo,Luca Marrone,Hugo Guillamón
Joakim Nilsson,CB,Felipe,Keven Schlotterbeck,Erick Cabaco,Cheikhou Kouyaté,Ciaran Clark,Julien Laporte,Ivan Radovanović,Paulo Oliveira,Dara O'Shea,Aridane Hernández
Ömer Toprak,CB,Wout Faes,Nicolas Pallois,Senou Coulibaly,Manuel Gulde,Bruno Ecuele Manga,Yeray Álvarez,Marin Pongračić,Andrew Gravillon,Ohis Felix Uduokhai,Omar Colley
Almamy Touré,FB,Danny da Costa,Marius Wolf,Reece James,Ridle Baku,Solly March,Pervis Estupiñán,Alfonso Pedraza,Silas Wamangituka,Sergio Reguilón,Ludwig Augustinsson
Lucas Höler,FW,Richarlison,Yussuf Poulsen,Eldor Shomurodov,Randal Kolo Muani,Joelinton,Josh Sargent,Florian Sotoca,Danny Ings,José Luis Morales,David McGoldrick
Lucas Höler,AM,Richarlison,Roland Sallai,Portu,Gaëtan Laborde,José Luis Morales,Tino Kadewere,João Pedro,Pierre-Emerick Aubameyang,Robin Quaison,Kevin Volland
Lukas Klostermann,CB,Marquinhos,Niklas Süle,Samir Santos,Matthijs de Ligt,Milan Škriniar,Manuel Akanji,Sven Bender,Stefan Posch,Leonardo Bonucci,Gian Marco Ferrari
Felix Agu,FB,Theodor Gebre Selassie,Iago,Nacho Vidal,Mathías Olivera,Sacha Boey,Alfonso Espino,Thierry Correia,Mathieu Debuchy,Serge Aurier,Kingsley Ehizibue
Florian Müller,GK,Predrag Rajković,Édgar Badía,Rafał Gikiewicz,Sam Johnstone,Baptiste Reynet,Stefan Ortega,Alexander Schwolow,Jasper Cillessen,Rui Silva,Sergio Herrera
Leon Goretzka,MF,Sergej Milinković-Savić,Curtis Jones,Roberto Gagliardini,Arturo Vidal,Jude Bellingham,Joshua Kimmich,Pierre Lees-Melou,Mikel Merino,Téji Savanier,Florian Neuhaus
Gregor Kobel,GK,Gautier Larsonneur,Édgar Badía,Walter Benítez,Łukasz Skorupski,Jiří Pavlenka,Ralf Fährmann,Andrea Consigli,Jaume Doménech,Yann Sommer,Kevin Trapp
André Hahn,FW,Josh Sargent,Raúl García,Oliver McBurnie,Santi Mina,Lucas Boyé,Eldor Shomurodov,Sergi Guardiola,Joelinton,Enes Ünal,Fabian Klos
André Hahn,AM,Trézéguet,Édgar Méndez,Niclas Eliasson,Renaud Ripart,Óscar Plano,Bobby Reid,Marc Cucurella,Renato Steffen,Denis Bouanga,Robin Quaison
Kevin Trapp,GK,Ralf Fährmann,Timo Horn,Baptiste Reynet,Ivan Provedel,Édgar Badía,Rafał Gikiewicz,Álvaro Fernández,Andrea Consigli,Aitor Fernández,Lorenzo Montipò
Erik Durm,FB,Marius Wolf,Davide Faraoni,Arkadiusz Reca,Ivan Perišić,Luke Thomas,Mohamed Fares,Pol Lirola,Nahuel Molina,Adam Marušić,Ridle Baku
Ritsu Doan,MF,Christoph Baumgartner,Gaetano Castrovilli,Marcos Llorente,Alexis Claude-Maurice,Giacomo Bonaventura,Giulio Maggiore,Lorenzo Pellegrini,Nahitan Nández,Florian Wirtz,Brais Méndez
Ritsu Doan,AM,Aitor Ruibal,Ander Barrenetxea,Kenedy,Eric Junior Dina Ebimbe,Nathanael Mbuku,Mikkel Damsgaard,Daniel Caligiuri,Mathieu Cafaro,Renaud Ripart,Trézéguet
Daniel Caligiuri,FB,Solly March,Ridle Baku,Silas Wamangituka,Nahuel Molina,Erik Durm,Marius Wolf,Pervis Estupiñán,Yannick Carrasco,Filip Kostić,Arkadiusz Reca
Daniel Caligiuri,AM,Marc Cucurella,Andros Townsend,Mikkel Damsgaard,Rubén Rochina,Jean-Paul Boëtius,Dwight McNeil,Renaud Ripart,Óscar Plano,Aitor Ruibal,Rubén García
Bastian Oczipka,CB,Ștefan Radu,Marco Friedl,Domenico Criscito,Patric,Francesco Acerbi,Alessandro Bastoni,Edoardo Goldaniga,Ben White,David Alaba,Moussa Niakhate
Bastian Oczipka,FB,Marvin Plattenhardt,Mihailo Ristić,Jorge Miramón,Tommaso Augello,Antonio Barragán,Miguel Trauco,Aarón Martín,Vincent Le Goff,Dimitri Foulquier,Riccardo Marchizza
Yussuf Poulsen,FW,Álvaro Morata,Lucas Höler,Musa Barrow,Ángel Correa,Florian Sotoca,Ihlas Bebou,Eldor Shomurodov,Randal Kolo Muani,Ermedin Demirović,Sergi Enrich
Dayot Upamecano,CB,Edmond Tapsoba,Manuel Akanji,Fabinho,Takehiro Tomiyasu,Mario Hermoso,Diego Godín,Francesco Acerbi,Vlad Chiricheș,César Azpilicueta,Clément Lenglet
Fabian Kunze,MF,Renato Tapia,Sergio Álvarez,Isaac Hayden,Haris Belkebla,Oier Sanjurjo,Valon Behrami,Manuel Prietl,Ibrahima Sissoko,Guido Rodríguez,Yan Brice Eteki
Yannik Keitel,MF,Lucas Torró,Josh Brownhill,Okay Yokuşlu,Papakouli Diop,Lucas Tousart,Jean-Eudes Aholou,Ibrahima Sissoko,Adrien Tameze,Grischa Prömel,Nicolas Höfler
Daniel Didavi,AM,Bruno Fernandes,Pablo Sarabia,Son Heung-min,Marco Reus,Dani Olmo,Filip Đuričić,Roberto Soriano,Daichi Kamada,Lars Stindl,Thomas Müller
Josip Brekalo,AM,Hakim Ziyech,Hamed Junior Traorè,Leandro Trossard,Luiz Araújo,Diego Farias,Pedro,Matheus Pereira,Ademola Lookman,Bukayo Saka,Rony Lopes
William,FB,Mathías Olivera,Isaac Carcelen,Sacha Boey,Nacho Vidal,Fabio Depaoli,Alfonso Espino,Kingsley Ehizibue,Anderson Lucoqui,Paulo Otávio,Matty Cash
Florian Niederlechner,FW,Darío Benedetto,Callum Wilson,João Pedro,Asier Villalibre,Jamie Vardy,Dominic Calvert-Lewin,Steve Mounié,Che Adams,Matěj Vydra,Rafa Mir
Nathan de Medina,FB,Alfonso Espino,Raphael Framberger,Tyrick Mitchell,Phillipp Mwene,Matty Cash,Anderson Lucoqui,Charlie Taylor,Dennis Appiah,Jamal Lewis,Isaac Carcelen
Lionel Messi,FW,Kylian Mbappé,Karim Benzema,Cristiano Ronaldo,Memphis Depay,Paulo Dybala,Ciro Immobile,Timo Werner,Robert Lewandowski,Kelechi Iheanacho,Zlatan Ibrahimović
Lionel Messi,AM,Neymar,Kylian Mbappé,Jadon Sancho,Ousmane Dembélé,Riyad Mahrez,Lorenzo Insigne,Raheem Sterling,Ruslan Malinovskyi,Marcus Rashford,Leon Bailey
Alphonso Davies,FB,Luke Shaw,João Cancelo,Theo Hernández,Reece James,Dani Carvajal,Zeki Çelik,Juan Cuadrado,Ben Chilwell,Alex Sandro,Marcelo
Christian Gebauer,AM,Niclas Eliasson,Óscar Plano,Édgar Méndez,Renaud Ripart,Bobby Reid,Marc Cucurella,Allan Nyom,Luis Rioja,Jóhann Berg Guðmundsson,Salvi
Marco John,FB,Luke Shaw,Gabriele Zappa,Pervis Estupiñán,Héctor Bellerín,Matthieu Udol,Andoni Gorosabel,Caio Henrique Oliveira Silva,Renan Lodi,Giuseppe Pezzella,Alfonso Pedraza
Marc Roca,MF,Sandro Tonali,Douglas Luiz,Koke,Gastón Brugman,Charles Aránguiz,João Moutinho,Thiago Mendes,Thomas Mangani,Youssouf Fofana,Oriol Romeu
Andreas Voglsammer,AM,Gaëtan Laborde,João Pedro,Pierre-Emerick Aubameyang,Richarlison,Robin Quaison,Denis Bouanga,Roland Sallai,Portu,Trézéguet,Kevin Volland
Koen Casteels,GK,Lukáš Hrádecký,Iván Villar,Oliver Baumann,Stefan Ortega,Pierluigi Gollini,Sergio Herrera,Alisson,David Soria,Marko Dmitrović,Andreas Luthe
Mahmoud Dahoud,MF,Koke,Remo Freuler,Ander Herrera,Tanguy Ndombele,Bruno Guimarães,Adrien Rabiot,Pierre Lees-Melou,Youssouf Fofana,Fred,Maxence Caqueret
Jadon Sancho,AM,Lionel Messi,Neymar,Lorenzo Insigne,Ousmane Dembélé,Jack Grealish,Kingsley Coman,Ángel Di María,Riyad Mahrez,Leroy Sané,Adnan Januzaj
Matheus Cunha,AM,Álex Berenguer,Nicola Sansone,Ludovic Blas,Takefusa Kubo,Ayoze Pérez,Luiz Araújo,Gianluca Caprari,Raphael Dias Belloli,Christoph Baumgartner,Hamed Junior Traorè
Leonardo Bittencourt,MF,Giulio Maggiore,Weston McKennie,Marcos Llorente,Brais Méndez,Nolito,Christoph Baumgartner,Gaetano Castrovilli,Elvis Rexhbeçaj,Juraj Kucka,Alexis Claude-Maurice
Leonardo Bittencourt,AM,Sofiane Diop,Trézéguet,Ritsu Doan,Ludovic Blas,Samu Castillejo,Renato Steffen,Álex Berenguer,Adrien Thomasson,Ayoze Pérez,Daniel James
Bas Dost,FW,Ludovic Ajorque,Jorge Molina,Chris Wood,Sasa Kalajdzic,Andy Delort,Andreas Cornelius,Harry Kane,Jamie Vardy,Wout Weghorst,Christian Benteke
Renato Steffen,AM,Álex Berenguer,Lucas Moura,Niclas Eliasson,Jack Harrison,Christoph Baumgartner,Ridle Baku,Adrien Thomasson,Jonas Hofmann,Franck Honorat,Jean-Paul Boëtius
